fps,approxkl,serial_timesteps,policy_loss,value_loss,clipfrac,total_timesteps,n_updates,time_elapsed,policy_entropy,explained_variance,ep_reward_mean,ep_len_mean
405,0.0010120646,385024,-4.9903894e-05,19.928104,0.010449219,385024,188,923.4972178936005,7.6149855,-0.000720977783203125,1948.0401266499998,1964.84
383,0.0016558005,387072,-0.00090766157,19.726086,0.017675782,387072,189,928.5490601062775,7.611312,0.0059105753898620605,1948.09811595,1964.84
383,0.001929885,389120,-0.0008386012,19.984636,0.022900391,389120,190,933.885484457016,7.606028,-0.010327577590942383,1948.1514122999997,1964.84
402,0.0021660156,391168,-0.0007083724,19.755775,0.021777343,391168,191,939.2218000888824,7.598227,0.011747241020202637,1948.1746130599997,1964.84
382,0.0013312853,393216,-8.922635e-06,19.912914,0.0126953125,393216,192,944.3141462802887,7.589261,0.0069471001625061035,1948.2430705699996,1964.84
396,0.00088603736,395264,0.00029221718,19.944262,0.00834961,395264,193,949.6684017181396,7.5955596,-0.0014809370040893555,1948.4089639499998,1964.84
377,0.004137537,397312,-0.002438442,19.883612,0.03959961,397312,194,954.8305010795593,7.59513,-0.005491018295288086,1948.4333141299999,1964.84
375,0.0015227206,399360,7.839395e-05,19.77731,0.015771484,399360,195,960.2535655498505,7.595243,0.006875514984130859,1948.51745183,1964.84
386,0.0026976746,401408,-0.001600621,19.811094,0.030126953,401408,196,965.7043735980988,7.588156,0.007379651069641113,1948.6021353,1964.84
394,0.0032047261,403456,-0.0006591661,19.595158,0.041259766,403456,197,971.0051531791687,7.5822096,0.014274895191192627,1948.7002764000001,1964.84
386,0.0032452946,405504,-0.0014155414,19.76669,0.038769532,405504,198,976.2033302783966,7.576925,0.0063803791999816895,1948.7894512300002,1964.84
398,0.0026562638,407552,-0.0007876709,19.664457,0.029052734,407552,199,981.5088970661163,7.5649023,0.010648250579833984,1948.9333337300004,1964.84
404,0.0037837538,409600,-0.00054491655,19.781921,0.046679687,409600,200,986.6457481384277,7.5631003,0.015271186828613281,1968.8590344299998,1984.88
396,0.0022532758,411648,-0.0005866101,19.698807,0.025878906,411648,201,991.7170717716217,7.577258,0.02360379695892334,1968.9826636900002,1984.88
385,0.0027542727,413696,-0.0010610754,20.107199,0.03149414,413696,202,996.8789331912994,7.5836663,-0.025388002395629883,1969.17364073,1984.88
379,0.0010270525,415744,0.00044226606,19.924921,0.010205078,415744,203,1002.1963906288147,7.5921545,0.02345430850982666,1969.3142446800002,1984.88
378,0.0028277538,417792,-0.00087304023,20.340693,0.034863282,417792,204,1007.5885148048401,7.592293,-0.00844120979309082,1969.5838593900003,1984.88
414,0.0011588386,419840,0.00019474135,19.858793,0.010449219,419840,205,1012.9956040382385,7.5925965,0.02381044626235962,1969.8037143700003,1984.88
418,0.0007887647,421888,-0.0003478917,20.271347,0.0071289064,421888,206,1017.9313662052155,7.5993576,-0.010604381561279297,1970.0109219700003,1984.88
415,0.001712633,423936,-0.00070059154,20.12784,0.01640625,423936,207,1022.8308246135712,7.6089325,-0.005540728569030762,1970.2918161000002,1984.88
429,0.00074614683,425984,0.00019319737,20.204897,0.0052246093,425984,208,1027.7559940814972,7.6057844,-0.01595175266265869,1970.48871963,1984.88
422,0.0025810124,428032,-0.0015985273,19.98409,0.02890625,428032,209,1032.5236032009125,7.6015205,0.00676882266998291,1970.66430726,1984.88
422,0.0013682798,430080,0.0002455533,25.243849,0.013671875,430080,210,1037.3660924434662,7.6117563,0.5995412766933441,1950.99201148,1964.69
419,0.0009574187,432128,8.130131e-06,26.163279,0.0072753904,432128,211,1042.2163598537445,7.6165442,0.5762930512428284,1931.6122979800002,1944.56
431,0.001326912,434176,0.0002278076,20.227858,0.014453125,434176,212,1047.104684829712,7.628245,-0.016782522201538086,1931.8298750799995,1944.56
438,0.0011219572,436224,-0.0014260833,19.582705,0.011376953,436224,213,1051.8563814163208,7.649035,0.03310716152191162,1932.0437451700002,1944.56
432,0.0009142095,438272,-0.00060899387,19.753254,0.008691406,438272,214,1056.5323626995087,7.6555953,0.008058905601501465,1932.2271715000002,1944.56
435,0.001280353,440320,-0.00028476995,20.530468,0.014355469,440320,215,1061.2687542438507,7.6634665,-0.043631792068481445,1932.3278000000003,1944.56
427,0.0024135844,442368,0.00011135782,19.504377,0.02866211,442368,216,1065.97061252594,7.662446,0.03661614656448364,1932.28135485,1944.56
434,0.0015414985,444416,0.00043360842,19.875103,0.01826172,444416,217,1070.766103029251,7.656829,0.020134031772613525,1932.4844575500001,1944.56
425,0.0002584558,446464,0.00019816186,20.095806,0.0008789062,446464,218,1075.481614112854,7.6541224,0.013893663883209229,1952.09803423,1964.21
433,0.0020147713,448512,-0.00049048156,20.080782,0.024023438,448512,219,1080.2933375835419,7.6510444,0.014139413833618164,1952.16598817,1964.21
442,0.0034124039,450560,-0.0013809648,20.178558,0.040136717,450560,220,1085.0199217796326,7.6481314,0.013726770877838135,1952.3335859299998,1964.21
436,0.0026162183,452608,-5.0731906e-05,20.24892,0.029882813,452608,221,1089.646855354309,7.656765,0.008577466011047363,1952.3755715999996,1964.21
427,0.0024187542,454656,-0.00083567237,20.350868,0.025830079,454656,222,1094.3354980945587,7.659519,-0.006911039352416992,1952.55559205,1964.21
419,0.0011812744,456704,-0.0018221649,24.23757,0.011035156,456704,223,1099.1310358047485,7.671055,0.6298547089099884,1932.43572024,1944.01
432,0.004727942,458752,-0.00061910274,20.2187,0.04765625,458752,224,1104.010153055191,7.673368,0.007477283477783203,1932.40144102,1944.01
414,0.00082702533,460800,-0.00012223757,20.341534,0.0076171877,460800,225,1108.7442495822906,7.6756415,-0.005096435546875,1932.44278367,1944.01
407,0.0007367918,462848,-0.00021740794,20.307104,0.008105469,462848,226,1113.686625957489,7.688932,-0.005455136299133301,1932.57344738,1944.01
416,0.0012451515,464896,-5.5134973e-05,20.165564,0.011914062,464896,227,1118.7170505523682,7.7020125,-0.0022176504135131836,1932.55028337,1944.01
428,0.001835404,466944,-0.0011614552,20.149181,0.0234375,466944,228,1123.6306393146515,7.7093253,0.00020253658294677734,1932.54913771,1944.01
439,0.0026424248,468992,-0.00053720933,20.095493,0.0340332,468992,229,1128.413246870041,7.711563,-0.0020165443420410156,1952.42588708,1963.97
425,0.005241266,471040,-0.0031817928,19.953815,0.061523438,471040,230,1133.073626756668,7.7142754,-0.0032061338424682617,1952.4162020200001,1963.97
388,0.0010062186,473088,0.00028400013,19.986475,0.008056641,473088,231,1137.891564130783,7.7134676,0.0013256072998046875,1952.2776971899998,1963.97
413,0.00363592,475136,-0.0016511325,19.991241,0.050732423,475136,232,1143.1612873077393,7.7043433,-0.002771615982055664,1952.3054411399999,1963.97
423,0.0013160311,477184,-0.00031837635,19.85018,0.015234375,477184,233,1148.119201183319,7.6896234,0.00138169527053833,1952.5568858199997,1963.97
433,0.0017138356,479232,-0.0012757526,19.893492,0.013720703,479232,234,1152.952208995819,7.68853,-0.0022486448287963867,1952.7039252299999,1963.97
427,0.0012503838,481280,-0.00025162988,19.944155,0.0125488285,481280,235,1157.6823151111603,7.7004404,-0.0009423494338989258,1952.7869455399998,1963.97
433,0.0028543277,483328,-0.0022318508,19.793957,0.033447266,483328,236,1162.4779465198517,7.712123,0.0037001967430114746,1952.8725736599997,1963.97
445,0.0012396813,485376,0.000121745084,19.739552,0.0105957035,485376,237,1167.2041201591492,7.7264357,-0.0004303455352783203,1952.8777173799995,1963.97
450,0.0028512152,487424,-0.0011641632,19.74179,0.030371094,487424,238,1171.8048779964447,7.7382507,0.0032213926315307617,1952.9123711299999,1963.97
440,0.0018761707,489472,-0.0007767988,19.31219,0.020068359,489472,239,1176.34823179245,7.7476454,0.027847766876220703,1952.9953509599998,1963.97
417,0.0013048609,491520,-0.0018892965,24.719194,0.01328125,491520,240,1180.999069929123,7.7614565,0.6544629335403442,1932.9998720399997,1943.86
425,0.0022832647,493568,-0.00016881649,18.989601,0.023925781,493568,241,1185.9024546146393,7.769937,0.041888654232025146,1932.98065891,1943.86
437,0.002274497,495616,-0.0010954386,19.121557,0.023291016,495616,242,1190.716181755066,7.761573,0.049809038639068604,1932.9144127000002,1943.86
439,0.0009991622,497664,-0.00011165149,19.840805,0.0072753904,497664,243,1195.4030635356903,7.756116,0.015585243701934814,1932.94902175,1943.86
430,0.0012396062,499712,-8.08414e-05,19.31828,0.012402344,499712,244,1200.0685923099518,7.7635026,0.07164913415908813,1932.99190228,1943.86
443,0.002749923,501760,-0.0010378062,20.454449,0.025048828,501760,245,1204.8252458572388,7.77344,-0.06737220287322998,1932.99679243,1943.86
417,0.00056133163,503808,9.962381e-06,20.161573,0.004296875,503808,246,1209.4435288906097,7.7869606,-0.01273798942565918,1932.9415066499998,1943.86
426,0.0018848246,505856,-0.0024203393,24.823532,0.020751953,505856,247,1214.346646785736,7.7978797,0.6344680190086365,1917.4319501600005,1927.99
427,0.001048194,507904,-0.001035991,24.111385,0.011621093,507904,248,1219.153932094574,7.796875,0.7854086756706238,1909.2619961999999,1919.93
440,0.0012505741,509952,-0.00048243784,19.129208,0.012060547,509952,249,1223.9474985599518,7.791074,0.079662024974823,1909.29680394,1919.93
444,0.0027154384,512000,-9.0596106e-05,19.830421,0.032958984,512000,250,1228.5941762924194,7.783868,0.015321731567382812,1909.3749326099996,1919.93
427,0.00093382143,514048,-0.0006207873,20.225842,0.008398438,514048,251,1233.2034528255463,7.7801414,0.0023189783096313477,1909.4059707000001,1919.93
423,0.0013692754,516096,-0.0016069242,19.56676,0.014160156,516096,252,1237.9993970394135,7.7784986,0.04113626480102539,1909.4363882900004,1919.93
413,0.0016066106,518144,5.3513526e-05,19.57449,0.017041016,518144,253,1242.8383882045746,7.7837553,0.035800278186798096,1909.45499195,1919.93
409,0.0025266155,520192,0.00015119454,19.516705,0.029150391,520192,254,1247.7932486534119,7.78361,0.039854466915130615,1909.4913652000002,1919.93
397,0.00075622083,522240,-0.00039078487,20.356035,0.0076171877,522240,255,1252.7940549850464,7.7925673,-0.029210448265075684,1909.48979676,1919.93
409,0.0021920153,524288,-0.0010258879,19.43272,0.022021484,524288,256,1257.9502365589142,7.807331,0.030100882053375244,1909.4673786600001,1919.93
399,0.0011728953,526336,-0.0009438919,18.132889,0.0109375,526336,257,1262.9550564289093,7.8083105,0.1560826301574707,1909.30225203,1919.93
422,0.0015526377,528384,-0.0009573981,20.290842,0.01845703,528384,258,1268.076611995697,7.8081617,-0.033820509910583496,1909.19677065,1919.93
429,0.0023931062,530432,-0.002668343,20.301235,0.025048828,530432,259,1272.929482460022,7.8175774,-0.005317568778991699,1909.1951233900002,1919.93
388,0.0013865384,532480,-0.00044840793,20.219929,0.016308594,532480,260,1277.6964452266693,7.8174324,-0.0019333362579345703,1909.1680257899998,1919.93
425,0.0019839033,534528,-0.00058001943,20.126835,0.020947266,534528,261,1282.962946176529,7.8215995,-0.0009572505950927734,1909.09413026,1919.93
424,0.003028846,536576,-0.000666354,20.083902,0.03564453,536576,262,1287.7756712436676,7.8128715,-0.0022345781326293945,1909.0660066799996,1919.93
406,0.0014609091,538624,-0.0007704867,19.003336,0.012890625,538624,263,1292.6059379577637,7.8007116,0.09591370820999146,1908.97306511,1919.93
406,0.0026067,540672,-0.00078581634,20.146246,0.030371094,540672,264,1297.6489250659943,7.793622,3.6954879760742188e-06,1909.0065634400003,1919.93
406,0.001328209,542720,0.0002727615,20.1599,0.010839844,542720,265,1302.684654712677,7.79841,-0.0006651878356933594,1909.0801589100001,1919.93
453,0.0004465295,544768,-0.0014458398,53.83799,0.005517578,544768,266,1307.726790189743,7.7981253,0.7984815239906311,1898.4170898100006,1911.05
428,0.0019526703,546816,-0.0018288149,17.61762,0.016259765,546816,267,1312.2470965385437,7.783891,0.20767533779144287,1898.3579382400003,1911.05
413,0.002164961,548864,-0.001306575,32.848366,0.021972656,548864,268,1317.026198387146,7.7665396,0.6926013827323914,1864.29594576,1876.73
405,0.0016359683,550912,-0.00085487927,19.805428,0.014453125,550912,269,1321.9769129753113,7.751879,0.017298221588134766,1864.30485223,1876.73
403,0.0027284697,552960,-0.0012772947,20.07833,0.032128908,552960,270,1327.0222716331482,7.7435637,0.0007995963096618652,1864.4315337,1876.73
409,0.00038966088,555008,0.00046091055,20.100779,0.0012695312,555008,271,1332.0931856632233,7.749031,-0.00561678409576416,1884.54809055,1896.95
424,0.0021352954,557056,-0.0010375029,19.405226,0.020458985,557056,272,1337.0972893238068,7.7401643,0.052086055278778076,1884.53200529,1896.95
407,0.0034113408,559104,-0.002389108,20.23681,0.04423828,559104,273,1341.925318479538,7.72729,-0.012176275253295898,1884.5084310899997,1896.95
415,0.00069715275,561152,0.0002571048,20.13299,0.0039550783,561152,274,1346.95392203331,7.729165,-0.005215167999267578,1884.4589071199996,1896.95
411,0.0041791406,563200,0.0001845397,19.830433,0.042919923,563200,275,1351.8867919445038,7.7312403,0.015032947063446045,1884.5009311200001,1896.95
401,0.0010775491,565248,-0.00054293737,20.195753,0.009033203,565248,276,1356.870869398117,7.732445,-0.0033147335052490234,1884.5453329899997,1896.95
402,0.0024432316,567296,-0.0012387282,20.05766,0.029003907,567296,277,1361.9786088466644,7.7312746,0.002223193645477295,1884.56070667,1896.95
410,0.0011685006,569344,-0.00043962811,20.115717,0.007958984,569344,278,1367.0633478164673,7.726144,0.0002148151397705078,1884.7080579800001,1896.95
427,0.0026373928,571392,-0.001449758,20.153843,0.028222656,571392,279,1372.0493092536926,7.7214456,-0.0008834600448608398,1884.7742364699996,1896.95
419,0.004870345,573440,-0.0018807154,20.04606,0.06430664,573440,280,1376.838557958603,7.7269173,0.0013619661331176758,1884.85735665,1896.95
422,0.002173793,575488,-0.00074732536,20.162958,0.022021484,575488,281,1381.7265589237213,7.733293,-0.004873991012573242,1884.89872616,1896.95
416,0.0014305634,577536,-0.0009130801,19.488789,0.013769532,577536,282,1386.5717561244965,7.739703,0.04462534189224243,1884.87372928,1896.95
409,0.0023287304,579584,-0.0011244324,20.179934,0.024658203,579584,283,1391.4857654571533,7.7430906,-0.0091935396194458,1884.89875589,1896.95
416,0.0018066624,581632,-0.0006113641,20.048374,0.022753906,581632,284,1396.4920108318329,7.735153,0.004076778888702393,1884.9571371299999,1896.95
401,0.0019795448,583680,-0.00249147,17.915445,0.019970704,583680,285,1401.4050958156586,7.734206,0.16461127996444702,1884.8618547899998,1896.95
424,0.0032230027,585728,-0.0019345356,19.799498,0.037353516,585728,286,1406.5080280303955,7.7267885,0.03116530179977417,1884.9630508199998,1896.95
408,0.0030248882,587776,-0.0014154591,19.312351,0.03237305,587776,287,1411.3327944278717,7.7112494,0.06363719701766968,1885.00255141,1896.95
392,0.0017116228,589824,-0.000103529055,20.36911,0.015478516,589824,288,1416.3520872592926,7.7002687,-0.0036717653274536133,1885.06039195,1896.95
384,0.0015356493,591872,-0.00025053503,20.378557,0.01669922,591872,289,1421.572032213211,7.6921263,-0.0014854669570922852,1885.1294471599997,1896.95
407,0.0033854079,593920,-0.0032068533,19.93948,0.037890624,593920,290,1426.9016060829163,7.67665,0.021950840950012207,1885.23938511,1896.95
409,0.003091942,595968,-0.0020525386,20.335484,0.039697267,595968,291,1431.9311156272888,7.668453,-0.003049135208129883,1885.3069482899998,1896.95
414,0.0013388993,598016,-0.00024949026,20.263248,0.011962891,598016,292,1436.9355852603912,7.66929,0.0017649531364440918,1885.3686727100003,1896.95
396,0.0034855567,600064,-0.0030033696,19.725832,0.04472656,600064,293,1441.876937866211,7.6622324,0.030340075492858887,1885.3802744200002,1896.95
412,0.002259742,602112,-0.0012730571,19.959742,0.025634766,602112,294,1447.0425145626068,7.6632605,-0.004186034202575684,1885.3287499100002,1896.95
404,0.0019719508,604160,-0.00091924734,20.16876,0.020703126,604160,295,1452.011636018753,7.668775,-0.006429791450500488,1885.3521402500003,1896.95
383,0.0026578882,606208,-0.00033730266,18.98283,0.026904296,606208,296,1457.0746984481812,7.6818366,0.07824438810348511,1885.27515504,1896.95
405,0.0012395859,608256,-0.000748187,19.879671,0.011035156,608256,297,1462.4174118041992,7.6980095,0.019861042499542236,1885.2584175099996,1896.95
410,0.003335517,610304,-0.00148387,19.728642,0.04067383,610304,298,1467.469092130661,7.6955147,0.041384994983673096,1885.2884642199997,1896.95
400,0.000858321,612352,-0.0004195008,18.079252,0.004736328,612352,299,1472.461460351944,7.6895704,0.12350040674209595,1885.1369063199998,1896.95
420,0.0033487552,614400,-0.0034851525,20.23331,0.04160156,614400,300,1477.5721337795258,7.695325,-0.02364790439605713,1885.07782277,1896.95
401,0.0021564313,616448,-0.00096084474,20.048458,0.02319336,616448,301,1482.4399824142456,7.692862,0.000527501106262207,1885.0692954899998,1896.95
416,0.0020800193,618496,-0.00027957774,19.926876,0.022314453,618496,302,1487.5432529449463,7.6793127,0.002314448356628418,1885.0102652199996,1896.95
411,0.002340731,620544,-0.00052436284,19.960737,0.023144532,620544,303,1492.4643561840057,7.679797,-0.0068814754486083984,1905.12024317,1917.14
424,0.0011538628,622592,-0.00094699196,19.809246,0.009814453,622592,304,1497.4415817260742,7.6884627,0.00533217191696167,1905.09868297,1917.14
418,0.0016764598,624640,-0.0003504363,20.056805,0.016552735,624640,305,1502.2628359794617,7.7004595,-0.0020602941513061523,1925.17004904,1937.27
430,0.001273635,626688,-0.0003316815,19.934193,0.013378906,626688,306,1507.1616933345795,7.704467,-0.00549471378326416,1925.1404352700001,1937.27
424,0.0018953697,628736,-0.0018447641,19.762907,0.021484375,628736,307,1511.9228110313416,7.701781,-0.005593299865722656,1925.03831862,1937.27
415,0.00164904,630784,-0.00027552276,19.714344,0.0147949215,630784,308,1516.7533648014069,7.707938,0.009057462215423584,1924.95249835,1937.27
419,0.004319324,632832,-0.0026554414,19.469994,0.053466797,632832,309,1521.679986000061,7.71108,0.030454635620117188,1924.9349212699997,1937.27
420,0.0016011326,634880,-0.0010961853,17.877043,0.015039062,634880,310,1526.5667657852173,7.7090883,0.1759994626045227,1924.88749025,1937.27
408,0.0033265925,636928,-0.0026070091,17.007566,0.040283203,636928,311,1531.4340062141418,7.718737,0.24103695154190063,1924.64174352,1937.27
402,0.0013318893,638976,-0.000997743,17.526096,0.011474609,638976,312,1536.4460213184357,7.731059,0.22814738750457764,1924.3163087500004,1937.27
385,0.0005893859,641024,-0.00054165383,17.91524,0.0048828125,641024,313,1541.538533449173,7.734234,0.1852174997329712,1923.97771885,1937.27
394,0.0006496783,643072,-0.00035532302,18.936611,0.0037597655,643072,314,1546.8561882972717,7.7330527,0.09472620487213135,1923.74509323,1937.27
412,0.00045962626,645120,9.619394e-05,19.56701,0.00048828125,645120,315,1552.045000076294,7.7319403,0.03366994857788086,1923.5644321500001,1937.27
411,0.0048270645,647168,-0.0035094202,19.009787,0.06323242,647168,316,1557.0104444026947,7.743309,0.09269070625305176,1923.4356738899996,1937.27
400,0.0023962609,649216,-0.0013713083,19.467785,0.024365235,649216,317,1561.9918057918549,7.753686,0.03372752666473389,1923.3418196399998,1937.27
418,0.00037810943,651264,-0.0004334408,18.275156,0.0016113281,651264,318,1567.1033341884613,7.7529397,0.13642048835754395,1943.1976135899997,1957.47
414,0.0007148049,653312,0.00011509743,19.228664,0.0048828125,653312,319,1571.9928419589996,7.755234,0.07278376817703247,1943.13194994,1957.47
411,0.0010998646,655360,-5.2204356e-05,18.212282,0.007910157,655360,320,1576.9354557991028,7.7507353,0.14418548345565796,1942.9036775099999,1957.47
414,0.0033276458,657408,-0.0029070065,19.348503,0.04477539,657408,321,1581.9142053127289,7.7517977,0.04049438238143921,1942.7475738599996,1957.47
438,0.0015684816,659456,-0.0010297567,19.97003,0.017822266,659456,322,1586.8535296916962,7.7642393,0.02963113784790039,1942.7468326099997,1957.47
417,0.0014890927,661504,-0.0006704091,20.278109,0.016552735,661504,323,1591.5286793708801,7.784931,0.006546974182128906,1942.7730409299995,1957.47
411,0.0013229458,663552,7.207399e-05,19.950039,0.015527343,663552,324,1596.4371757507324,7.793242,0.03410559892654419,1942.7892687799997,1957.47
396,0.0009654439,665600,-0.00081386603,19.271694,0.0076660155,665600,325,1601.4179830551147,7.7909026,0.07376796007156372,1942.7607232100002,1957.47
421,0.0005438047,667648,-9.769262e-05,17.053005,0.003515625,667648,326,1606.5855736732483,7.7871284,0.25956594944000244,1942.7569172899998,1957.47
397,0.00059587706,669696,-0.00071964966,17.235104,0.0044921874,669696,327,1611.4473249912262,7.7819457,0.19640260934829712,1942.44628576,1957.47
377,0.0014471328,671744,-0.00096190115,19.76896,0.016357422,671744,328,1616.60018825531,7.782682,0.03432059288024902,1942.3102794399997,1957.47
402,0.0011746131,673792,-0.00097059633,20.137264,0.01040039,673792,329,1622.0227673053741,7.773052,0.021303117275238037,1941.9874851799996,1957.47
417,0.0008521114,675840,0.00010451586,20.31698,0.0077636717,675840,330,1627.1165232658386,7.7593,-7.593631744384766e-05,1941.9420090699998,1957.47
406,0.0009255962,677888,-0.00017650078,19.641903,0.008398438,677888,331,1632.0203382968903,7.753679,0.05097848176956177,1941.9042343699998,1957.47
403,0.002575336,679936,-0.0020349259,19.733839,0.02861328,679936,332,1637.0631318092346,7.7455187,0.05084085464477539,1941.93312002,1957.47
418,0.00097573374,681984,-0.00025754637,19.469584,0.007519531,681984,333,1642.1444149017334,7.7431235,0.052751362323760986,1941.85732385,1957.47
410,0.0012335681,684032,-0.00019816138,20.470797,0.01328125,684032,334,1647.0335326194763,7.749017,-0.006133079528808594,1941.8921698,1957.47
403,0.005080386,686080,-0.003097046,19.174118,0.061328124,686080,335,1652.026035785675,7.7490907,0.05920213460922241,1941.7530276,1957.47
398,0.000927716,688128,-0.00062512455,19.781603,0.007958984,688128,336,1657.0970375537872,7.756278,0.022694766521453857,1961.74213103,1977.58
389,0.002232592,690176,-0.0014274891,20.31548,0.021923829,690176,337,1662.2417492866516,7.750309,0.0027126669883728027,1961.8369778600004,1977.58
399,0.0036411893,692224,-0.0017263165,20.150639,0.044921875,692224,338,1667.4979963302612,7.727086,0.0027726292610168457,1961.8867651200003,1977.58
409,0.0005476822,694272,-0.00012349812,20.074228,0.0044921874,694272,339,1672.6281471252441,7.7278495,0.0012097358703613281,1961.8972815500001,1977.58
405,0.0021811663,696320,-0.00058667985,20.22005,0.026611328,696320,340,1677.6309225559235,7.737134,-0.008036375045776367,1961.9096413600003,1977.58
409,0.000572086,698368,0.0002748588,19.699507,0.0041503906,698368,341,1682.6773269176483,7.7411356,0.03077256679534912,1961.80750863,1977.58
402,0.0029275662,700416,-0.0010203467,20.418114,0.036132812,700416,342,1687.6807148456573,7.7371383,-0.004520535469055176,1961.92779824,1977.58
421,0.0016121073,702464,-0.0011012446,19.518087,0.015429688,702464,343,1692.7738020420074,7.735214,0.05120629072189331,1961.88265532,1977.58
399,0.0013081675,704512,-0.0004848512,18.898205,0.013378906,704512,344,1697.6331729888916,7.737242,0.10737431049346924,1981.8862789600003,1997.74
403,0.0010434609,706560,-0.0014555014,16.949804,0.008837891,706560,345,1702.754312992096,7.746169,0.33482563495635986,1981.8045400200003,1997.74
413,0.0014507306,708608,-0.0009895471,19.630018,0.011816407,708608,346,1707.828901052475,7.739148,0.050090491771698,1990.0670102200002,2005.8
411,0.00075293577,710656,-0.00014794138,19.041037,0.0072753904,710656,347,1712.7823822498322,7.7302637,0.08193886280059814,1990.0355312900003,2005.8
411,0.000814334,712704,-5.5956956e-05,19.059727,0.007421875,712704,348,1717.7651677131653,7.735589,0.08924049139022827,1989.8726398000001,2005.8
416,0.000947937,714752,-0.00060221413,18.918657,0.0077636717,714752,349,1722.7378385066986,7.7529054,0.11006796360015869,1989.88756922,2005.8
415,0.00086388475,716800,-0.00025345216,15.853073,0.006884766,716800,350,1727.6578714847565,7.776188,0.3984566926956177,1989.58248093,2005.8
401,0.0021341324,718848,-0.00096978777,18.982067,0.027685547,718848,351,1732.5847334861755,7.785733,0.10463660955429077,1989.5735073400003,2005.8
407,0.002875918,720896,-0.0008252639,20.161978,0.035839844,720896,352,1737.6873788833618,7.7939224,0.004280507564544678,1989.53028044,2005.8
404,0.0025729307,722944,-0.0015805667,20.301708,0.03261719,722944,353,1742.7192277908325,7.7980056,-0.0003695487976074219,1989.5972109000002,2005.8
404,0.0024625685,724992,-0.0020000488,19.630733,0.029394532,724992,354,1747.783441066742,7.8119836,0.05036723613739014,1989.65502921,2005.8
385,0.0033998482,727040,-0.0031297475,17.930086,0.04082031,727040,355,1752.850096464157,7.843526,0.180527925491333,1989.71300609,2005.8
416,0.0009956843,729088,-0.00040558184,18.13411,0.0072753904,729088,356,1758.1642107963562,7.8592463,0.18196934461593628,1989.7796926699998,2005.8
428,0.0006253982,731136,-0.00037109983,20.262104,0.003857422,731136,357,1763.08602809906,7.8539505,-0.008658885955810547,1989.6776280499998,2005.8
409,0.0016990226,733184,-0.0008717176,19.709736,0.01821289,733184,358,1767.8651025295258,7.8528953,0.02661973237991333,1989.5842293499998,2005.8
411,0.00094359583,735232,4.9751503e-05,20.413929,0.0076660155,735232,359,1772.8715233802795,7.8606935,-0.0027320384979248047,1989.59055068,2005.8
420,0.002623589,737280,-0.0012458493,20.203844,0.029003907,737280,360,1777.8473052978516,7.868768,0.006413161754608154,1989.6440091899997,2005.8
419,0.0014924936,739328,-0.0017457344,15.664923,0.01640625,739328,361,1782.7147772312164,7.8730783,0.36792266368865967,1989.4832166799997,2005.8
425,0.00058032374,741376,-0.0009771913,13.638173,0.0038085938,741376,362,1787.602498292923,7.8802423,0.6770817935466766,1989.2074166199998,2005.8
413,0.0031092507,743424,-0.0019633037,23.706623,0.035009764,743424,363,1792.4207260608673,7.878741,0.6315607726573944,1979.71162081,1994.46
403,0.002826681,745472,-0.0010815269,20.40634,0.026757812,745472,364,1797.3787114620209,7.8966026,-0.006708860397338867,1979.7634057199998,1994.46
410,0.0021118554,747520,-0.00038931568,20.408815,0.026855469,747520,365,1802.4541549682617,7.90608,-0.006222367286682129,1979.6981094,1994.46
394,0.0012292449,749568,-8.540376e-05,20.29251,0.010449219,749568,366,1807.4492568969727,7.9092665,0.0009557604789733887,1999.8351248399997,2014.68
412,0.0024464722,751616,-5.024726e-05,20.090837,0.027294923,751616,367,1812.6472821235657,7.909938,0.010038912296295166,2013.9331532399997,2028.78
428,0.0008843946,753664,-0.0004918467,19.84229,0.0058105467,753664,368,1817.6163716316223,7.91419,0.03320777416229248,2013.87988552,2028.78
396,0.0029150995,755712,-0.0022688243,19.596865,0.035205077,755712,369,1822.3977537155151,7.9200454,0.04071390628814697,2013.8226649900002,2028.78
386,0.001046545,757760,-0.0008748818,19.381193,0.01040039,757760,370,1827.5610799789429,7.9208193,0.032552897930145264,2013.6311655700003,2028.78
421,0.0012386204,759808,-0.00053210056,19.489473,0.012158203,759808,371,1832.8565986156464,7.921575,0.046014606952667236,2013.5506284100004,2028.78
407,0.000675814,761856,-8.6739536e-05,18.185947,0.0033203126,761856,372,1837.7138617038727,7.9291353,0.12115669250488281,2013.37703882,2028.78
419,0.00079669664,763904,-0.0009229399,18.2263,0.0077636717,763904,373,1842.7342040538788,7.9281106,0.13396131992340088,2013.1430637800004,2028.78
404,0.0031469688,765952,-0.0020157036,19.624699,0.039013673,765952,374,1847.6150679588318,7.926193,0.042607665061950684,2013.0956081200002,2028.78
412,0.0014269042,768000,0.0010140447,19.059532,0.012646484,768000,375,1852.675446510315,7.931543,0.07219719886779785,2012.9506356000002,2028.78
401,0.0010696257,770048,-0.00094526215,24.591177,0.01040039,770048,376,1857.6412258148193,7.9394875,0.6357668340206146,1992.7931235200003,2008.59
426,0.0011178288,772096,-0.0015358359,7.3408217,0.007373047,772096,377,1862.7390649318695,7.956073,0.9367821365594864,1992.3427295899999,2008.59
433,0.0012536673,774144,-0.00090848637,17.922909,0.011621093,774144,378,1867.5411207675934,7.967808,0.16754227876663208,1992.2039923700004,2008.59
