n_updates,fps,clipfrac,explained_variance,total_timesteps,value_loss,time_elapsed,policy_loss,approxkl,serial_timesteps,policy_entropy,ep_reward_mean,ep_len_mean
29,545,0.039990235,0.6562118828296661,59392,8.249395,105.12737369537354,-0.0031728875,0.0032353424,59392,5.186467,943.7630884883721,1367.4883720930231
30,545,0.04169922,0.6525371372699738,61440,8.846409,108.88418459892273,-0.0031344146,0.0036568947,61440,5.185632,952.2243282272727,1382.9772727272727
31,561,0.028808594,0.8373829871416092,63488,19.137793,112.64207315444946,-0.0024550299,0.0028424147,63488,5.172191,968.7161057333333,1397.7777777777778
32,548,0.04873047,0.824831023812294,65536,6.193225,116.29196572303772,-0.004235013,0.004088939,65536,5.1638455,971.9926649347826,1404.2826086956522
33,561,0.029248048,0.7255321145057678,67584,19.737589,120.0261607170105,-0.0054033184,0.0026231934,67584,5.156558,981.584900361702,1418.0
34,537,0.049707033,0.8744101077318192,69632,17.148432,123.67578506469727,-0.003243553,0.0049733706,69632,5.1605573,970.7133144693879,1407.530612244898
35,536,0.105126955,0.7731153070926666,71680,19.382639,127.48591661453247,-0.0018573052,0.008212269,71680,5.1749167,989.0463678400001,1420.36
36,558,0.018115234,0.8428505659103394,73728,29.071768,131.30141425132751,-0.0012882727,0.0020574515,73728,5.176802,990.0314449230772,1410.5192307692307
37,564,0.010546875,0.810083419084549,75776,19.999666,134.96815824508667,-0.0003481702,0.0014978768,75776,5.1797605,1006.6092438301889,1422.566037735849
38,557,0.027734375,0.863956406712532,77824,26.265768,138.59556007385254,-0.0033985362,0.002894073,77824,5.163226,1005.1957381636366,1413.1272727272728
39,556,0.0375,0.774263396859169,79872,19.659534,142.27165627479553,-0.0026280642,0.0037027814,79872,5.144302,1020.9695288035715,1424.482142857143
40,552,0.06044922,0.7890693992376328,81920,19.754574,145.95527005195618,-0.0038203546,0.005324639,81920,5.1335363,1036.1406836315791,1435.438596491228
41,563,0.04448242,0.9364665001630783,83968,18.876057,149.6622815132141,-0.004113472,0.004508885,83968,5.138222,989.15603235,1375.5833333333333
42,557,0.04560547,0.8508420288562775,86016,27.8429,153.2973437309265,-0.002538751,0.004085864,86016,5.149913,989.9765872580646,1368.758064516129
43,564,0.053759765,0.7977426648139954,88064,20.14763,156.9704394340515,-0.0033903674,0.0043675136,88064,5.154953,1004.4115983650794,1379.5555555555557
44,556,0.01821289,0.7714801877737045,90112,19.538721,160.6021294593811,-0.0010327743,0.0019593625,90112,5.1502023,1017.5803615468749,1390.015625
45,561,0.028710937,0.8541615903377533,92160,33.46003,164.2829098701477,-0.002996027,0.0026031635,92160,5.142362,1009.4692281940296,1374.6716417910447
46,561,0.036230467,0.7694420218467712,94208,19.491173,167.9323661327362,-0.0011747486,0.003487469,94208,5.150525,1022.5387158970586,1384.5882352941176
47,562,0.048535157,0.9541528113186359,96256,11.129278,171.57929062843323,-0.004202877,0.0049188035,96256,5.1503654,996.9594988714284,1353.3714285714286
48,555,0.044140626,0.7749340236186981,98304,23.798666,175.22272658348083,-0.0064719096,0.003985009,98304,5.148184,1009.3604073802815,1363.1690140845071
49,560,0.031201173,0.9190163314342499,100352,10.061953,178.911358833313,-0.00556403,0.002693977,100352,5.152892,1015.1129788333334,1372.6944444444443
50,559,0.031835936,0.8657123297452927,102400,25.623173,182.5688271522522,-0.005300162,0.0032685704,102400,5.164315,1014.1568781621622,1366.918918918919
51,540,0.03793945,0.8442489057779312,104448,27.4268,186.2309651374817,-0.0038498149,0.0036296663,104448,5.169579,1019.9168103421054,1370.2236842105262
52,560,0.065820314,0.8327217996120453,106496,19.657581,190.0174322128296,-0.0016364254,0.0052623493,106496,5.1776776,1030.1544614155846,1379.0389610389611
53,561,0.031933594,0.7784910947084427,108544,21.720259,193.67151856422424,-0.0037331064,0.0028900797,108544,5.196042,1036.310699217949,1387.628205128205
54,549,0.06708984,0.8162810653448105,110592,19.41293,197.31975030899048,-0.0020881267,0.005596867,110592,5.200978,1046.6611918734177,1396.0
55,556,0.02236328,0.8360657840967178,112640,19.461987,201.04451608657837,-0.0015334535,0.0022091004,112640,5.2115507,1056.2491169624998,1404.1625
56,562,0.020068359,0.9647729285061359,114688,5.7325068,204.72450995445251,-0.004276887,0.0022239,114688,5.2204695,1049.1681505061727,1397.2716049382716
57,574,0.023095703,0.8364998698234558,116736,25.63203,208.36561226844788,-0.0016056073,0.0025909613,116736,5.2193007,1054.3902322891565,1402.120481927711
58,573,0.02084961,0.9015462547540665,118784,16.838339,211.93338751792908,-0.0039782813,0.0025402054,118784,5.208907,1023.5116271511627,1366.2325581395348
59,555,0.041992188,0.7803789973258972,120832,19.768967,215.5058193206787,-0.0031485655,0.003996508,120832,5.187437,1030.753772057471,1374.0804597701149
60,560,0.0362793,0.8396334499120712,122880,24.45227,219.19214701652527,-0.004058467,0.003304987,122880,5.1682777,1028.8820874831458,1366.8426966292134
61,564,0.071875,0.763103649020195,124928,19.723862,222.84345746040344,-0.0023575847,0.005912311,124928,5.16237,1037.9295771555553,1374.4222222222222
62,578,0.058251955,0.874303549528122,126976,37.493065,226.47159337997437,-0.006326688,0.0057406737,126976,5.165326,1019.8534497446806,1350.5212765957447
63,571,0.024169922,0.9394463151693344,129024,13.487325,230.01365041732788,-0.005381144,0.0025969944,129024,5.173288,1001.3788160208333,1328.5
64,555,0.058935545,0.7870482951402664,131072,19.914598,233.59822630882263,-0.0051182033,0.0047433134,131072,5.1700354,1009.2206799793813,1335.9278350515465
65,560,0.042578124,0.8432833403348923,133120,20.262787,237.28844118118286,-0.0027853807,0.003599633,133120,5.1629925,1018.23758027551,1343.204081632653
66,554,0.033984374,0.7779827266931534,135168,20.306023,240.94526314735413,-0.0026688585,0.003020445,135168,5.1546903,1025.8014850808079,1350.3333333333333
67,557,0.017871093,0.8738958090543747,137216,26.90594,244.64192461967468,-0.0019744483,0.002045688,137216,5.1484785,1023.6865711999998,1339.81
68,570,0.04296875,0.8474600613117218,139264,41.107033,248.31408143043518,-0.002533938,0.004266891,139264,5.1485643,1017.30894183,1328.82
69,543,0.03676758,0.8667238354682922,141312,7.5174394,251.90710592269897,-0.00288712,0.0036125195,141312,5.147484,1030.1594103700002,1348.84
70,564,0.029296875,0.8152160495519638,143360,20.499788,255.6754665374756,-0.001194208,0.0025801284,143360,5.148033,1035.79517124,1348.84
71,546,0.027441407,0.8100356161594391,145408,8.95933,259.30214381217957,-0.004470843,0.002976093,145408,5.1532254,1036.3840223,1348.84
72,579,0.016748047,0.796270415186882,147456,19.952112,263.05067706108093,-0.00366374,0.001514128,147456,5.1528096,1027.45401451,1342.46
73,571,0.039257813,0.8471047580242157,149504,21.238327,266.5824911594391,-0.0046490645,0.003353918,149504,5.1573534,1032.9307182300001,1342.46
74,579,0.020898437,0.8962235599756241,151552,17.876877,270.1639196872711,-0.0023571695,0.0020896732,151552,5.1654196,1014.1411867300001,1313.64
75,577,0.054980468,0.8609541356563568,153600,34.422707,273.6988604068756,-0.008626014,0.0060792817,153600,5.168842,995.82567866,1280.42
76,539,0.05673828,0.6276636123657227,155648,12.377178,277.2514717578888,-0.0029690913,0.004940179,155648,5.1786795,1008.53128004,1300.39
77,573,0.027001953,0.9269403591752052,157696,19.903355,281.04584288597107,-0.0032466867,0.0026268666,157696,5.189415,980.2093231300001,1264.91
78,571,0.029296875,0.8756080567836761,159744,33.34015,284.61595249176025,-0.0030782577,0.002643338,159744,5.2007365,986.21443953,1265.37
79,551,0.045410156,0.8516346216201782,161792,20.005238,288.1974847316742,-0.0018513309,0.0038831856,161792,5.214778,987.4343711300003,1265.37
80,566,0.06269531,0.8129005283117294,163840,20.197187,291.9112882614136,-0.0034392588,0.0051361965,163840,5.2211995,1002.4110772299999,1284.21
81,572,0.04160156,0.8982472643256187,165888,29.748465,295.52912616729736,-0.00421714,0.004236674,165888,5.2287416,1001.6809364499999,1281.42
82,562,0.110888675,0.8205093145370483,167936,19.97711,299.1089856624603,-0.004039741,0.008148523,167936,5.2416067,1000.64517454,1281.42
83,556,0.032714844,0.9007337465882301,169984,12.015406,302.75315260887146,-0.004049537,0.0030683049,169984,5.2440734,1001.1936724000001,1282.14
84,553,0.011669922,0.8067697733640671,172032,26.781347,306.434282541275,-0.0018667614,0.0013606006,172032,5.247094,1002.1576874000001,1284.24
85,572,0.023779297,0.8434110879898071,174080,35.538883,310.1355526447296,-0.0029231468,0.0023003523,174080,5.24744,997.8006526800001,1275.37
86,549,0.037597656,0.8587473332881927,176128,24.91754,313.7136437892914,-0.005481424,0.003461736,176128,5.273504,986.4639302600002,1256.47
87,553,0.009472656,0.7587515711784363,178176,21.059536,317.4390904903412,-0.0012468004,0.0013436071,178176,5.296973,987.7563748100002,1256.47
88,551,0.062402345,0.8018302768468857,180224,19.729805,321.13645029067993,-0.0033349767,0.00499326,180224,5.2924685,993.4725640200002,1256.47
89,555,0.073876955,0.816917896270752,182272,19.604086,324.85169196128845,-0.0041287937,0.0059837378,182272,5.28476,998.96990792,1256.47
90,557,0.029492188,0.9491010382771492,184320,6.6119933,328.53777289390564,-0.00606542,0.0028492706,184320,5.2849607,1005.1409958500001,1265.55
91,546,0.04116211,0.7973388731479645,186368,17.3896,332.21415877342224,-0.003466025,0.0034991372,186368,5.3214655,1010.2563142800001,1265.55
92,545,0.015429688,0.8446154892444611,188416,20.281202,335.96130323410034,-0.0021497323,0.001694904,188416,5.3409386,1015.9303916000001,1265.55
93,569,0.012304688,0.8329004645347595,190464,21.212051,339.7166738510132,-0.0025699572,0.0013765965,190464,5.337962,1015.3407475,1265.55
94,556,0.052099608,0.8220220059156418,192512,20.342266,343.3128020763397,-0.0037814397,0.00404265,192512,5.3272214,1018.84141721,1269.07
95,558,0.08632813,0.8223966360092163,194560,19.444523,346.99557399749756,-0.0029205459,0.006699498,194560,5.327736,1023.1856269899998,1269.07
96,558,0.040625,0.8949647396802902,196608,28.655949,350.6629116535187,-0.0038512317,0.004061253,196608,5.335111,1012.50709854,1253.89
97,548,0.017822266,0.9482363425195217,198656,6.312125,354.3308401107788,-0.003244261,0.0019847522,198656,5.348347,994.72421795,1236.13
98,566,0.027832031,0.7358042597770691,200704,26.133106,358.06682872772217,-0.0026145228,0.0026112585,200704,5.3593225,998.2090678000001,1241.85
99,557,0.028320312,0.8513958901166916,202752,28.501255,361.68178725242615,-0.0044030123,0.0030945237,202752,5.360833,998.2421427500001,1244.02
100,548,0.042138673,0.7540231496095657,204800,19.652998,365.35378336906433,-0.0025472986,0.0038029656,204800,5.3523564,998.1397369000001,1244.02
101,545,0.015380859,0.762891560792923,206848,19.508654,369.0874750614166,-0.00259115,0.00172273,206848,5.328202,998.07663604,1244.02
102,552,0.021533202,0.8213038146495819,208896,29.408985,372.84500432014465,-0.0024081424,0.002217314,208896,5.325099,1016.4360808400002,1262.36
103,554,0.011669922,0.8399270921945572,210944,27.252615,376.5550379753113,-0.0014643536,0.0013044709,210944,5.3307366,1014.5742684000002,1263.28
104,581,0.0171875,0.7964072525501251,212992,28.659893,380.2463946342468,-0.0023294394,0.0017801691,212992,5.3309507,966.3525224500002,1215.82
105,563,0.017675782,0.9408657476305962,215040,11.839843,383.7689895629883,-0.0029698377,0.0017933057,215040,5.335704,948.2218516400001,1197.37
106,543,0.04814453,0.7916513830423355,217088,19.203175,387.40346217155457,-0.0024807432,0.003958678,217088,5.3488393,965.5453321000001,1214.66
107,545,0.022314453,0.8014767467975616,219136,19.652819,391.170503616333,-0.0022590186,0.002140841,219136,5.3496847,982.84614606,1232.51
108,548,0.040136717,0.8228657096624374,221184,20.179626,394.9224371910095,-0.0028243768,0.0036007836,221184,5.339916,982.5353062700003,1232.51
109,549,0.01225586,0.8031912297010422,223232,19.607918,398.65534591674805,-0.0016502382,0.0015532144,223232,5.3413706,983.6628811300002,1232.51
110,545,0.04086914,0.7890917062759399,225280,19.513523,402.38306999206543,-0.0043408065,0.0036333334,225280,5.348554,984.0934347900002,1232.51
111,536,0.01665039,0.7495202124118805,227328,19.586145,406.13844656944275,-0.001601227,0.001970341,227328,5.359561,1001.30263946,1250.31
112,565,0.027246093,0.855452835559845,229376,40.48529,409.953320980072,-0.0043159164,0.0026373034,229376,5.353462,966.74435189,1209.26
113,545,0.00834961,0.7870997488498688,231424,19.772053,413.5748291015625,-0.0023163434,0.001396186,231424,5.340644,966.4543921899999,1209.26
114,540,0.040136717,0.7767772972583771,233472,19.12772,417.3310775756836,-0.0047317557,0.0040738205,233472,5.333306,967.18166487,1209.26
115,578,0.03276367,0.5673454403877258,235520,57.0674,421.12007570266724,-0.004578314,0.002920086,235520,5.3365793,925.82550913,1158.85
116,523,0.0609375,0.77428038418293,237568,19.099705,424.66229486465454,-0.0048682736,0.004726223,237568,5.3323417,925.97020531,1158.85
117,540,0.05288086,0.8113874942064285,239616,19.412632,428.5741283893585,-0.003559072,0.004553294,239616,5.331923,944.2138313700001,1178.79
118,578,0.030712891,0.5424824953079224,241664,42.164814,432.36360573768616,-0.005326791,0.002725842,241664,5.334139,911.8777736799999,1146.56
119,570,0.04086914,0.9001174494624138,243712,15.573921,435.9023153781891,-0.0046681617,0.003641308,243712,5.338942,914.8690513,1151.55
120,554,0.062402345,0.8060643374919891,245760,19.468822,439.4918086528778,-0.0037992168,0.005091405,245760,5.3354454,930.8929275999998,1167.37
121,562,0.04824219,0.8778581768274307,247808,25.932886,443.1859886646271,-0.0055599883,0.0045614894,247808,5.343299,914.9381719600001,1150.88
122,555,0.03022461,0.789370208978653,249856,19.894485,446.825558423996,-0.0019238757,0.003125102,249856,5.360087,915.60493023,1150.88
123,554,0.029492188,0.8201061338186264,251904,22.267735,450.51368165016174,-0.0025859396,0.0026137894,251904,5.3674192,915.0190654900001,1150.88
124,550,0.05180664,0.7610058784484863,253952,19.94132,454.2045214176178,-0.0011434007,0.004611698,253952,5.359475,930.27480821,1168.39
125,565,0.074072264,0.8057926893234253,256000,19.879915,457.92282366752625,-0.0046544587,0.005550412,256000,5.3506355,930.66105155,1168.39
126,548,0.05883789,0.7718785852193832,258048,19.23937,461.54339718818665,-0.0037645455,0.0045986185,258048,5.352118,946.7507736900001,1184.61
127,555,0.019824218,0.831712082028389,260096,37.452106,465.2801058292389,-0.0037388585,0.0021981806,260096,5.3505836,951.4315092,1182.88
128,559,0.03125,0.8886199966073036,262144,31.380955,468.9705493450165,-0.0022292866,0.002797036,262144,5.3539305,933.8417586200001,1156.24
129,556,0.011523438,0.8312242776155472,264192,20.649273,472.6325726509094,-0.0020660418,0.001467031,264192,5.359041,946.60205927,1171.21
130,552,0.04008789,0.6190319955348969,266240,21.179226,476.3099904060364,-0.0064324113,0.0038058173,266240,5.366345,942.37737049,1171.21
131,557,0.0881836,0.789983943104744,268288,18.994877,480.0178461074829,-0.0065243267,0.0064446903,268288,5.366528,957.9780150600001,1185.88
132,571,0.013476563,0.8138818889856339,270336,18.77959,483.6896297931671,-0.002489237,0.0016213965,270336,5.3594217,947.7795260099998,1176.41
133,560,0.025927734,0.8393429815769196,272384,20.672318,487.27126121520996,-0.0024327054,0.0026892456,272384,5.3581586,961.91530672,1192.1
134,560,0.045214843,0.9601749405264854,274432,6.2580147,490.92767357826233,-0.0042959494,0.0047459914,274432,5.3647213,961.7256980300001,1192.05
135,550,0.033935547,0.8587870448827744,276480,19.968882,494.58024287223816,-0.002468627,0.0030517147,276480,5.3727446,967.0227671,1192.05
136,553,0.029492188,0.8757898360490799,278528,25.94093,498.2984895706177,-0.0029949255,0.00267667,278528,5.38912,982.83958374,1210.45
137,574,0.018066406,0.7682294100522995,280576,53.563843,501.99669456481934,-0.0047202646,0.0018385174,280576,5.4099817,966.8747594199999,1195.64
138,575,0.0077636717,0.7842245250940323,282624,24.303665,505.5616581439972,-0.0021196068,0.0008763033,282624,5.4084663,939.57044908,1166.65
139,555,0.037841797,0.8086933791637421,284672,31.148905,509.12373304367065,-0.0050779907,0.0038706895,284672,5.3981204,937.1348383300001,1164.84
140,546,0.08100586,0.877276100218296,286720,25.253597,512.8113341331482,-0.006661686,0.0061732894,286720,5.396091,935.8547620099998,1163.8
141,548,0.037060548,0.7859265953302383,288768,20.087315,516.556149482727,-0.0010159413,0.0033856728,288768,5.4036913,951.9436105799999,1179.41
142,579,0.024658203,0.9159589037299156,290816,18.357344,520.2920684814453,-0.0039542764,0.0023261681,290816,5.4005466,943.48797872,1169.76
143,550,0.05595703,0.9044028297066689,292864,28.622177,523.825366973877,-0.0033049267,0.0047326153,292864,5.411664,941.0316719899997,1167.3
144,554,0.04892578,0.822788879275322,294912,24.937958,527.5466132164001,-0.002951841,0.0041564046,294912,5.412313,926.28515599,1147.4
145,553,0.04345703,0.8417006731033325,296960,7.3754706,531.238406419754,-0.0032094452,0.00400788,296960,5.405564,909.3345259900001,1129.8
146,561,0.022216797,0.8953787013888359,299008,18.56168,534.94056224823,-0.0027986518,0.0022440215,299008,5.4114866,897.8954200500001,1120.74
147,544,0.08085938,0.8235461115837097,301056,19.507017,538.5898263454437,-0.0045834593,0.006098496,301056,5.4206123,896.1102960400001,1120.74
148,547,0.035107423,0.8028980940580368,303104,25.416641,542.3510859012604,-0.0032286916,0.0032135316,303104,5.4204607,883.7447355200001,1100.82
149,526,0.032226562,0.9040925279259682,305152,13.260468,546.0912277698517,-0.0016000815,0.0035820468,305152,5.426028,878.20940013,1100.82
150,550,0.022460938,0.8112143725156784,307200,19.508587,549.9814248085022,-0.00209032,0.0026044261,307200,5.436319,878.4080109800001,1100.82
151,560,0.023388673,0.7961482852697372,309248,28.918848,553.7030167579651,-0.0022888589,0.0021477705,309248,5.4271626,896.90118656,1120.38
152,547,0.02109375,0.7831674516201019,311296,19.6929,557.3594489097595,-0.000858314,0.0021063457,311296,5.4290686,912.7798186800001,1138.14
153,552,0.04951172,0.8385489881038666,313344,19.655231,561.0988521575928,-0.0029568714,0.004417627,313344,5.425786,913.2804988400001,1138.14
154,545,0.038134765,0.79169000685215,315392,19.614826,564.803763628006,-0.0035638858,0.0033766378,315392,5.4277916,926.4250973100002,1150.11
155,557,0.031103516,0.8828784674406052,317440,24.324198,568.5579311847687,-0.0018591635,0.002893405,317440,5.4351816,928.51313827,1150.19
156,588,0.032958984,0.8989270180463791,319488,18.017754,572.235023021698,-0.0049416684,0.0030449384,319488,5.4441614,879.57691905,1102.66
157,556,0.0071289064,0.8972250297665596,321536,22.16945,575.714017868042,-0.001854194,0.0013932443,321536,5.4465475,882.3930922299999,1104.17
158,559,0.01586914,0.9734567888081074,323584,4.5490537,579.3966245651245,-0.0026283893,0.0013492199,323584,5.4500117,883.54353198,1106.18
159,544,0.0769043,0.8344222158193588,325632,19.744947,583.0605247020721,-0.003759148,0.005979254,325632,5.4497657,900.5587206199998,1123.74
160,543,0.056347657,0.819638654589653,327680,19.982704,586.8204674720764,-0.00474625,0.0045807166,327680,5.4552464,917.1749560499999,1140.48
161,526,0.034765624,0.8453019112348557,329728,29.875957,590.5895349979401,-0.0040778094,0.002881164,329728,5.4754305,927.10677971,1147.48
162,553,0.02758789,0.895864836871624,331776,13.802689,594.4808528423309,-0.003709677,0.0028967531,331776,5.480584,940.6523165299998,1161.6
163,566,0.0359375,0.8924185112118721,333824,30.134329,598.182097196579,-0.0064673005,0.0035962884,333824,5.474351,906.5614613199998,1128.92
164,561,0.025488282,0.8976019769906998,335872,23.487505,601.795568227768,-0.0023437296,0.0026977325,335872,5.4705324,895.1893069499998,1114.86
165,548,0.03310547,0.8188191652297974,337920,20.294695,605.4456629753113,-0.002891906,0.0031343854,337920,5.4784,894.8966632699999,1114.86
166,559,0.020166015,0.9491288103163242,339968,11.069668,609.1770713329315,-0.003611893,0.002631146,339968,5.48916,880.3616294299998,1101.21
167,563,0.038476564,0.8481271713972092,342016,20.631275,612.8366768360138,-0.0023725403,0.0034359333,342016,5.495217,896.8066018799998,1117.99
168,549,0.012597656,0.7855390012264252,344064,19.805079,616.4746625423431,-0.00054746296,0.0016028363,344064,5.4940825,913.6283325099998,1135.77
169,549,0.01640625,0.8306824862957001,346112,20.601702,620.2056124210358,-0.0014677801,0.0018004611,346112,5.498074,914.2332911199999,1135.77
170,550,0.08178711,0.8088651597499847,348160,20.510784,623.9313495159149,-0.0047485293,0.0064167,348160,5.4930863,910.01093165,1135.77
171,538,0.03334961,0.7738354057073593,350208,19.655506,627.6514506340027,-0.002888518,0.0034068231,350208,5.478961,925.2953651299999,1150.86
172,551,0.018066406,0.8698711395263672,352256,23.687113,631.4536261558533,-0.0018095117,0.001943491,352256,5.4783926,949.71698402,1178.53
173,547,0.051513672,0.764620304107666,354304,20.02375,635.1643643379211,-0.003335084,0.00428748,354304,5.4941244,967.5306163200001,1196.35
174,552,0.015478516,0.8297868818044662,356352,25.435524,638.9034984111786,-0.0037854172,0.0018239103,356352,5.5126276,981.8368445799999,1211.55
175,542,0.062060546,0.7784225344657898,358400,19.708698,642.6120729446411,-0.002643374,0.0051321755,358400,5.5064483,999.01763787,1229.29
176,554,0.024267578,0.8868898823857307,360448,28.711609,646.3878455162048,-0.003734059,0.0023892266,360448,5.5080423,961.0143441,1188.81
177,546,0.06538086,0.8191933333873749,362496,19.902702,650.0805752277374,-0.0026082234,0.0049928688,362496,5.51884,977.12181081,1204.62
178,568,0.024267578,0.8551726341247559,364544,42.752403,653.8286757469177,-0.0032042924,0.0024673198,364544,5.5221415,973.4046834499998,1198.45
179,545,0.006591797,0.8742251545190811,366592,26.082678,657.4315021038055,-0.00079798745,0.0010795265,366592,5.5284805,972.3078029400001,1196.93
180,556,0.017382812,0.9491346403956413,368640,7.00447,661.1833868026733,-0.0029826374,0.0017459706,368640,5.5326366,957.0674718500002,1181.87
181,548,0.020410156,0.8630490154027939,370688,27.824118,664.8654396533966,-0.002365238,0.0023444972,370688,5.5306087,941.6447055800002,1164.11
182,558,0.019335937,0.8888559266924858,372736,30.97761,668.5982720851898,-0.002083315,0.0020712202,372736,5.527513,906.3247437,1128.64
183,543,0.031152343,0.7837087512016296,374784,19.691336,672.263430595398,-0.001108173,0.0031291614,374784,5.5211535,923.80173806,1146.06
184,549,0.046533205,0.7907357811927795,376832,19.884945,676.0324091911316,-0.0035942502,0.0040478655,376832,5.520439,942.1724380100001,1165.12
185,561,0.012011719,0.8262185454368591,378880,31.15123,679.7588300704956,-0.0023782016,0.0015076352,378880,5.525609,944.72264421,1168.41
186,575,0.016210938,0.7733635902404785,380928,37.024616,683.4058253765106,-0.0029145589,0.0016357703,380928,5.5304213,902.2336315000002,1117.3
187,549,0.09418945,0.7803778052330017,382976,19.926462,686.9632067680359,-0.0030057053,0.006879455,382976,5.532634,914.49118679,1126.92
188,554,0.030029297,0.7682959884405136,385024,19.948357,690.6908886432648,-0.002571139,0.002986167,385024,5.527133,917.0298546800001,1126.92
189,559,0.04345703,0.7624606639146805,387072,10.684572,694.3825356960297,-0.005307458,0.0039954437,387072,5.52613,923.05075082,1136.18
190,564,0.027197266,0.8416633009910583,389120,21.115246,698.0453562736511,-0.0027793604,0.0027633158,389120,5.5302534,884.2425229,1099.68
191,564,0.020751953,0.9456901252269745,391168,6.702666,701.676641702652,-0.0027210615,0.0022192658,391168,5.5253844,884.44920107,1099.93
192,555,0.032421876,0.6778499484062195,393216,44.539757,705.3052656650543,-0.0037608363,0.0027887593,393216,5.5228777,894.8189777000002,1105.23
193,577,0.0126953125,0.6919528841972351,395264,44.5806,708.9896562099457,-0.00304883,0.0014381906,395264,5.5238094,845.9614861,1055.13
194,561,0.027539063,0.9040941223502159,397312,13.382434,712.5355265140533,-0.005419045,0.0024659536,397312,5.520589,832.6276240600001,1041.38
