policy_entropy,n_updates,value_loss,serial_timesteps,total_timesteps,ep_len_mean,fps,clipfrac,ep_reward_mean,explained_variance,time_elapsed,approxkl,policy_loss
4.3120446,188,3.7699962,385024,385024,1433.6,180,0.025439452,1208.1276054700002,0.9530824199318886,2573.486476659775,0.004701813,-0.007542137
4.307217,189,15.199452,387072,387072,1457.8,152,0.06459961,1229.34376954,0.8927069008350372,2584.820255279541,0.005806665,-0.0051992266
4.319619,190,4.328106,389120,389120,1454.08,171,0.052197266,1225.75885938,0.7527998238801956,2598.280586719513,0.0046176496,-0.0041486747
4.3180943,191,1.5804166,391168,391168,1468.35,164,0.018554688,1234.5992988300002,0.9749220311641693,2610.228372812271,0.0024747583,-0.002025013
4.288979,192,2.5309014,393216,393216,1474.56,197,0.038330078,1241.8488125000001,0.9602035172283649,2622.6825139522552,0.003625109,-0.0028160703
4.2800374,193,3.017,395264,395264,1474.56,186,0.030273438,1242.5842597700002,0.9668573886156082,2633.050956964493,0.0028651694,-0.006475425
4.2784014,194,2.4917283,397312,397312,1474.56,175,0.044189453,1241.61785743,0.9594485610723495,2644.0256094932556,0.0040051825,-0.0029997188
4.2715635,195,3.832856,399360,399360,1484.92,172,0.04121094,1253.88985743,0.7469509541988373,2655.7051351070404,0.003748754,-0.0029896966
4.2614064,196,1.3842453,401408,401408,1495.04,204,0.08623047,1258.71491211,0.9739649053663015,2667.5971698760986,0.008105429,-0.006142093
4.2440863,197,2.459208,403456,403456,1495.04,203,0.052001953,1258.8712460899999,0.9573334343731403,2677.6245493888855,0.004790114,-0.006033468
4.2362757,198,3.65346,405504,405504,1495.04,171,0.0546875,1259.96738086,0.9636468403041363,2687.6750993728638,0.0045859716,-0.004557713
4.255958,199,11.998581,407552,407552,1480.78,139,0.04472656,1242.6581543,0.9131354540586472,2699.640460252762,0.006234277,-0.009674427
4.25538,200,2.4254022,409600,409600,1474.56,183,0.04433594,1236.7724824299999,0.9608533792197704,2714.2895057201385,0.0039222892,-0.0073066778
4.242672,201,4.03026,411648,411648,1485.46,170,0.046972655,1249.07595508,0.8125958442687988,2725.4321637153625,0.0040264814,-0.005138141
4.2414937,202,1.3906425,413696,413696,1495.04,186,0.02866211,1254.08540625,0.9763598777353764,2737.4542117118835,0.0028168284,-0.002156627
4.214921,203,2.4195168,415744,415744,1495.04,200,0.054052733,1256.98981835,0.9586252830922604,2748.4515528678894,0.005169006,-0.008363828
4.1975384,204,4.260532,417792,417792,1495.04,200,0.038623046,1257.0470156200001,0.7552749514579773,2758.6756670475006,0.0033846882,-0.0017423301
4.1912227,205,1.4354566,419840,419840,1495.03,198,0.023486327,1254.80306054,0.9756902698427439,2768.908874988556,0.002557178,-0.00480424
4.1788173,206,3.7810159,421888,421888,1495.04,199,0.05,1256.73186523,0.8827362284064293,2779.209543943405,0.004143945,-0.0065066824
4.1746154,207,2.601441,423936,423936,1508.73,187,0.02836914,1266.08799218,0.9638578332960606,2789.4991562366486,0.0030030794,-0.0055377902
4.1790457,208,12.13499,425984,425984,1497.9,167,0.042675782,1258.20163475,0.9175718501210213,2800.402693748474,0.004343853,-0.005838448
4.194414,209,2.6423182,428032,428032,1495.04,184,0.052441407,1257.03520702,0.9634702540934086,2812.6240985393524,0.004898564,-0.007956663
4.193038,210,4.7979326,430080,430080,1495.04,199,0.039648436,1258.19723436,0.8416037410497665,2823.755334854126,0.003424806,-0.0059824744
4.176856,211,2.3330393,432128,432128,1495.04,203,0.068359375,1254.79022655,0.958684366196394,2834.022297143936,0.00811632,-0.007965018
4.162337,212,4.3202434,434176,434176,1495.04,170,0.061279297,1254.91122069,0.934347353875637,2844.1055595874786,0.0050916527,-0.0047577186
4.152302,213,5.9986935,436224,436224,1512.32,168,0.054736327,1267.3639257700002,0.6152948141098022,2856.099050283432,0.004583172,-0.0037705868
4.1444783,214,2.4175823,438272,438272,1515.52,154,0.049951173,1264.16961717,0.9737460687756538,2868.2486095428467,0.004344304,-0.0027364045
4.1507473,215,4.072036,440320,440320,1515.52,171,0.05024414,1261.5556953,0.744023323059082,2881.502141237259,0.0042082435,-0.0033018156
4.149396,216,2.5667124,442368,442368,1515.52,198,0.08125,1255.6430995900002,0.8512329757213593,2893.4298236370087,0.0065550404,-0.0054152627
4.1406755,217,4.5784388,444416,444416,1532.8,198,0.06303711,1266.7338964700002,0.7081771492958069,2903.7287299633026,0.0052852053,-0.006125302
4.136561,218,7.244554,446464,446464,1524.89,155,0.053271484,1254.70885156,0.8549849689006805,2914.0582597255707,0.0050093196,-0.0058091925
4.138622,219,2.8165202,448512,448512,1515.52,168,0.058154296,1242.68863281,0.9309651777148247,2927.232518196106,0.00476976,-0.0078333905
4.1332164,220,3.9517016,450560,450560,1532.96,195,0.0574707,1254.89897851,0.9543838500976562,2939.3747882843018,0.004946063,-0.00700841
4.1167803,221,2.4633868,452608,452608,1536.0,197,0.076611325,1254.53092383,0.9579103104770184,2949.830342769623,0.006782503,-0.0038858429
4.1058264,222,2.5698154,454656,454656,1536.0,195,0.05053711,1254.6793144600001,0.960712481290102,2960.20529961586,0.004473177,-0.0046155574
4.0833797,223,2.5447145,456704,456704,1536.0,179,0.04799805,1254.44781642,0.9599977061152458,2970.677016735077,0.0047541233,-0.0019086134
4.058612,224,3.8724225,458752,458752,1553.54,175,0.0484375,1272.04585939,0.811931774020195,2982.0593388080597,0.004468009,-0.0037833117
4.0457616,225,1.1550443,460800,460800,1573.39,179,0.07861328,1285.3241758,0.9807147867977619,2993.7459392547607,0.0069601736,-0.0040333667
4.0212393,226,2.4527135,462848,462848,1590.93,193,0.061865233,1302.955459,0.9557966403663158,3005.1555466651917,0.005483876,-0.004354297
4.00497,227,3.2055385,464896,464896,1605.94,198,0.038378906,1318.85267384,0.9678852073848248,3015.742805957794,0.003657606,-0.0038618096
3.9896379,228,2.4456973,466944,466944,1617.92,198,0.057910156,1328.89756251,0.9579473957419395,3026.072130918503,0.0051776757,-0.0052520772
3.9722679,229,3.650652,468992,468992,1617.92,183,0.06074219,1329.8119589900002,0.8195377141237259,3036.3842759132385,0.0049888445,-0.0068212124
3.9573338,230,1.922425,471040,471040,1617.92,172,0.0640625,1324.2878437600002,0.9651060476899147,3047.552495241165,0.0054729013,-0.0052247206
3.9432006,231,2.930824,473088,473088,1617.92,191,0.047705077,1324.36638868,0.964789155870676,3059.4063551425934,0.0053191567,-0.005963479
3.9263482,232,2.4388251,475136,475136,1617.92,171,0.04873047,1328.9540488300001,0.9589676782488823,3070.074057340622,0.0047146985,-0.0021788205
3.897932,233,2.4341419,477184,477184,1617.92,199,0.04873047,1329.95060156,0.9565936885774136,3081.9922976493835,0.005720589,-0.0048283637
3.8844242,234,4.0210037,479232,479232,1637.67,164,0.05126953,1348.82519727,0.9610829018056393,3092.2653176784515,0.0047087437,-0.006018801
3.9007106,235,7.564719,481280,481280,1620.61,164,0.039794922,1330.2897812500003,0.9513390026986599,3104.698589324951,0.005585141,-0.0036404128
3.9238899,236,6.639985,483328,483328,1602.78,139,0.048291016,1317.72195509,0.9592410437762737,3117.1794757843018,0.005216782,-0.003834399
3.9065537,237,2.4459796,485376,485376,1617.92,193,0.060009766,1332.7922207100003,0.9566046372056007,3131.848699569702,0.005842521,-0.0033956114
3.8826656,238,11.821534,487424,487424,1645.92,151,0.047558594,1357.4576445400003,0.8330974280834198,3142.45902299881,0.0041140225,-0.002525336
3.8865,239,3.5942543,489472,489472,1646.82,172,0.038085938,1358.19756642,0.952688317745924,3155.9927520751953,0.0039854515,-0.0070753656
3.880324,240,2.8950593,491520,491520,1658.88,186,0.056005858,1369.51094533,0.9529446810483932,3167.863588809967,0.0060059954,-0.0052374657
3.869917,241,4.65175,493568,493568,1658.88,199,0.081884764,1370.1050000099997,0.8017218858003616,3178.866608142853,0.006983132,-0.0072238706
3.8450475,242,1.4203331,495616,495616,1658.88,202,0.064697266,1364.3994609500003,0.9733275584876537,3189.125267267227,0.006081475,-0.007114439
3.8141265,243,2.4342375,497664,497664,1658.88,164,0.06982422,1366.5358105600005,0.9588815458118916,3199.229348421097,0.006301275,-0.004581436
3.8177223,244,8.864917,499712,499712,1658.51,170,0.039013673,1366.2718633,0.9418545700609684,3211.6667687892914,0.0050441287,0.0024907242
3.8312016,245,2.4309576,501760,501760,1658.88,170,0.05317383,1366.68463673,0.9592132829129696,3223.708634376526,0.005198312,-0.0052813725
3.8100982,246,2.3876708,503808,503808,1658.88,171,0.038183592,1367.5357734499996,0.9591024965047836,3235.7509672641754,0.0037927288,-0.0030590955
3.7758813,247,2.3906658,505856,505856,1658.88,197,0.07099609,1367.8374843799998,0.9565327242016792,3247.659419298172,0.006920875,-0.007847009
3.7551236,248,14.005369,507904,507904,1662.73,170,0.07163086,1371.0032929799997,0.7942102253437042,3258.038847208023,0.0059157317,-0.006667315
3.7533545,249,6.359561,509952,509952,1658.88,207,0.07509766,1363.1794746199996,0.7282697260379791,3270.075386285782,0.006228015,-0.004401321
3.7538052,250,1.3767674,512000,512000,1658.88,144,0.061083984,1357.1525195399997,0.9754412528127432,3279.946094751358,0.0056409724,-0.0053645167
3.7525089,251,2.973593,514048,514048,1676.46,199,0.038916014,1374.78085158,0.9549709782004356,3294.1390895843506,0.0037499308,-0.0042315917
3.7480187,252,2.3862028,516096,516096,1691.45,164,0.071582034,1389.77047268,0.9574445523321629,3304.3950667381287,0.0066553773,-0.004632025
3.7269363,253,2.3440585,518144,518144,1708.69,165,0.08549805,1407.0573652599996,0.9579746276140213,3316.8673079013824,0.0074609974,-0.005670977
3.725512,254,2.7291472,520192,520192,1726.23,169,0.04975586,1424.5163379099997,0.9547983407974243,3329.2338602542877,0.0047362554,-0.0024674349
3.7274518,255,2.374474,522240,522240,1740.8,168,0.06523438,1439.5237871299998,0.957748930901289,3341.3423261642456,0.007917927,-0.0063898587
3.7134862,256,3.189325,524288,524288,1740.8,185,0.042333983,1439.9810215000002,0.9539489075541496,3353.5224647521973,0.004076748,-0.004069933
3.7172542,257,29.45287,526336,526336,1713.05,113,0.06616211,1416.63247268,0.8378990292549133,3364.5854902267456,0.0058496925,-0.007237836
3.7252555,258,19.981304,528384,528384,1685.16,81,0.068164065,1388.71186916,0.898865595459938,3382.5628941059113,0.0056611924,-0.0049569136
3.7311254,259,8.599282,530432,530432,1661.62,153,0.05288086,1371.05030276,0.9436654485762119,3407.565254211426,0.005206054,-0.005585748
3.7138982,260,2.7746525,532480,532480,1675.55,174,0.06279297,1385.1466035400001,0.9514324888586998,3420.902811765671,0.006018917,-0.005570403
3.6795616,261,2.4303956,534528,534528,1679.36,176,0.0758789,1389.21597269,0.9527038522064686,3432.6127190589905,0.007377643,-0.0049920166
3.6775424,262,2.8751729,536576,536576,1697.12,172,0.07211914,1406.86724613,0.9534168280661106,3444.241161108017,0.008340018,-0.007420582
3.682322,263,3.0231683,538624,538624,1699.84,175,0.054589845,1414.38799613,0.9564337767660618,3456.1025614738464,0.0053130756,-0.00817723
3.6619716,264,2.4112577,540672,540672,1699.84,164,0.059375,1419.6847383200002,0.9574012495577335,3467.7858023643494,0.0057650604,-0.003433677
3.657364,265,9.36536,542720,542720,1682.19,157,0.061767578,1402.6006680099997,0.9381588995456696,3480.223368167877,0.009018867,0.0008173633
3.6621654,266,2.5998442,544768,544768,1697.21,187,0.043164063,1417.24117582,0.9671407006680965,3493.2206177711487,0.005836734,-0.0048662694
3.6442122,267,2.4672704,546816,546816,1699.84,179,0.048095703,1419.4366621499998,0.9528865404427052,3504.17218708992,0.005053241,-0.0039215586
3.6360996,268,5.987311,548864,548864,1699.84,164,0.090429686,1421.7544434000001,0.7703860104084015,3515.569305896759,0.0096157845,-0.004371087
3.6364868,269,1.8800427,550912,550912,1699.84,196,0.07172851,1416.4155547199998,0.9650791361927986,3527.993421792984,0.0065694833,-0.00069599657
3.640353,270,4.47513,552960,552960,1699.84,170,0.08461914,1416.45661722,0.9272424802184105,3538.3964149951935,0.0072782515,-0.007878916
3.6473117,271,2.6838071,555008,555008,1699.84,174,0.051220704,1411.9619922200002,0.9556585401296616,3550.383592605591,0.0049567563,-0.0014366445
3.6272988,272,2.4352326,557056,557056,1699.84,180,0.10048828,1412.33650589,0.9543449655175209,3562.1034286022186,0.008408278,-0.005213098
3.6234355,273,4.0547366,559104,559104,1709.11,183,0.050732423,1424.8197890900003,0.9588652476668358,3573.4820103645325,0.004871905,-0.005232406
3.628241,274,5.181524,561152,561152,1720.32,203,0.069042966,1432.6027226900003,0.741787314414978,3584.6676416397095,0.0062500285,-0.0010855212
3.6309047,275,8.456179,563200,563200,1704.8,169,0.057275392,1416.8235117600002,0.9447666667401791,3594.733861684799,0.009177325,-0.00045492538
3.624435,276,2.593126,565248,565248,1699.84,175,0.06943359,1411.9570391000004,0.9579645693302155,3606.809181213379,0.0066787153,-0.0037180253
3.6008153,277,2.499539,567296,567296,1699.84,186,0.061621092,1413.3776152700002,0.9606236405670643,3618.4995727539062,0.005476959,-0.0044439556
3.5932536,278,4.4471836,569344,569344,1699.84,164,0.07709961,1413.4081523800005,0.9555042199790478,3629.4924268722534,0.0065126373,-0.00585223
3.5971177,279,8.465295,571392,571392,1682.16,168,0.04042969,1398.7634082399998,0.9500469751656055,3641.909491300583,0.0039884024,-0.004164782
3.5825016,280,2.4834695,573440,573440,1679.36,181,0.06040039,1394.44280863,0.9619712345302105,3654.0561442375183,0.0058626113,-0.0036439046
3.5487716,281,2.4091794,575488,575488,1679.36,185,0.07080078,1398.4669668400002,0.9627576023340225,3665.355618953705,0.0063384958,-0.0067130597
3.527184,282,5.3071623,577536,577536,1693.62,164,0.064013675,1413.4428340200002,0.9483945891261101,3676.4115381240845,0.0062378547,-0.0054684035
3.5275047,283,5.83642,579584,579584,1699.84,169,0.08095703,1416.57057035,0.6649101674556732,3688.8445069789886,0.0070029176,-0.0038183935
3.5223389,284,1.5761149,581632,581632,1699.84,179,0.078710936,1410.40954301,0.9715699180960655,3700.895656347275,0.008933043,-0.008584632
3.5163455,285,3.0692854,583680,583680,1699.84,175,0.05571289,1416.40225395,0.9664948247373104,3712.2957243919373,0.0064344727,-0.003377616
3.5198956,286,8.409495,585728,585728,1689.17,160,0.062060546,1402.3595469199997,0.9485559910535812,3723.9975311756134,0.0061138934,-0.00411879
3.5147138,287,2.5352526,587776,587776,1679.36,175,0.07792969,1398.9061816899996,0.9575235210359097,3736.7524707317352,0.0080235815,-0.0026115074
3.503882,288,3.1135736,589824,589824,1679.37,152,0.05986328,1398.8506797399998,0.9633795842528343,3748.4511272907257,0.0055394443,-0.006115512
