serial_timesteps,total_timesteps,time_elapsed,fps,value_loss,policy_entropy,policy_loss,clipfrac,n_updates,ep_reward_mean,explained_variance,approxkl,ep_len_mean
307200,307200,705.1866536140442,268,22.761724,3.1279979,-0.0017645893,0.020898437,150,431.2353026300001,0.8550464063882828,0.0023646445,760.74
309248,309248,712.8074767589569,469,6.0576353,3.1404681,-0.0047734166,0.028222656,151,436.81315659000006,0.9008478373289108,0.002678823,768.74
311296,311296,717.1732003688812,476,10.260849,3.144713,-0.0022632952,0.044873048,152,448.0048673200001,0.8671243786811829,0.0040152757,786.83
313344,313344,721.4701840877533,479,16.258982,3.1424968,-0.0035740987,0.034082033,153,447.26109040999995,0.8671129196882248,0.002931654,784.06
315392,315392,725.7401220798492,168,9.565777,3.1466546,-0.0072121406,0.11821289,154,453.48847417999997,0.893483392894268,0.009077704,794.13
317440,317440,737.9217939376831,398,9.713582,3.148653,-0.0050958144,0.033251952,155,463.75427949,0.9139803498983383,0.0030712022,825.18
319488,319488,743.067389011383,459,8.085612,3.1581113,-0.0024766808,0.027929688,156,473.76261755,0.8594703078269958,0.0025473002,839.91
321536,321536,747.5280220508575,175,9.880657,3.1743438,-0.00422347,0.08183594,157,479.77603023999995,0.8886871337890625,0.0064115673,848.88
323584,323584,759.1812169551849,345,3.7334743,3.1850297,-0.0029811813,0.043408204,158,480.31962308000004,0.977253308519721,0.003771779,862.86
325632,325632,765.108371257782,413,12.266002,3.1844456,-0.0030796682,0.019140625,159,479.78788372,0.8678987473249435,0.0022887904,862.71
327680,327680,770.0571777820587,189,11.446447,3.1826198,-0.0052604694,0.055664062,160,487.44664814000004,0.9374825432896614,0.0047014975,873.55
329728,329728,780.8369207382202,310,18.141808,3.187319,-0.004510108,0.06347656,161,477.10189521000007,0.9113752320408821,0.005402918,873.96
331776,331776,787.4307601451874,511,4.022231,3.1994135,-0.00381663,0.0203125,162,483.65807670000004,0.9388071857392788,0.0022122008,882.3
333824,333824,791.4325475692749,158,9.130603,3.202678,-0.0032725334,0.084033206,163,490.5095399500001,0.8774368464946747,0.006479092,893.18
335872,335872,804.3760282993317,380,2.915308,3.189121,-0.0016434966,0.0107421875,164,489.83547555000007,0.975154472514987,0.0014301533,905.12
337920,337920,809.7561137676239,474,15.311449,3.1822648,-0.0030938615,0.025048828,165,504.32132359999997,0.8173433840274811,0.0021585799,924.78
339968,339968,814.0686433315277,489,11.583416,3.184422,-0.0008463619,0.0125,166,504.65092567000005,0.8335185647010803,0.0014817036,924.78
342016,342016,818.2510249614716,180,8.922894,3.1930578,-0.005261264,0.05234375,167,514.5016436999999,0.952693272382021,0.004272062,939.53
344064,344064,829.5777683258057,177,4.9498186,3.1774523,-0.0023256738,0.069726564,168,504.93413009000005,-0.3477097749710083,0.006246817,939.53
346112,346112,841.1309835910797,325,2.9735332,3.167687,-0.0049457913,0.04248047,169,504.77082098,0.9824329689145088,0.0038032513,952.87
348160,348160,847.4152381420135,458,7.9688883,3.1726673,-0.0040569576,0.05859375,170,506.08030659,0.8970301076769829,0.004991725,955.95
350208,350208,851.8872213363647,505,14.811679,3.165645,-0.0011066969,0.027392577,171,506.93615398000003,0.546989232301712,0.0027736593,955.95
352256,352256,855.9424700737,489,8.904738,3.1570516,-0.000601611,0.02626953,172,515.01645456,0.8691888749599457,0.0028333839,972.58
354304,354304,860.1298005580902,477,8.303129,3.156949,-0.0047055385,0.056640625,173,524.7441568099999,0.8769972920417786,0.004855577,987.25
356352,356352,864.4150333404541,414,9.270555,3.1595185,-0.006011367,0.076855466,174,525.2221488600001,0.8814543187618256,0.006652478,987.25
358400,358400,869.355455160141,446,13.088514,3.1648498,-0.003403033,0.047167968,175,524.78697966,0.8438123017549515,0.00417277,987.25
360448,360448,873.9459843635559,477,5.555023,3.1653652,-0.0024862767,0.03251953,176,534.8428754,0.9339970275759697,0.003072144,1002.09
362496,362496,878.2319633960724,477,9.655851,3.1650574,-0.0031873235,0.051708985,177,545.23743673,0.8812331631779671,0.004105727,1018.5
364544,364544,882.5243675708771,485,17.168179,3.1664498,-0.0038355582,0.02841797,178,550.3505458200001,0.812897264957428,0.0028619634,1028.0
366592,366592,886.7458295822144,474,11.215132,3.1616225,-0.004121204,0.04433594,179,557.15680909,0.8154629617929459,0.004103507,1036.59
368640,368640,891.0591278076172,475,8.590962,3.1621258,-0.0028560448,0.0418457,180,570.1565322600001,0.9009751603007317,0.0038182135,1055.27
370688,370688,895.3702614307404,453,16.17069,3.1672564,-0.00063480355,0.03730469,181,577.53166085,0.8190794885158539,0.0038503811,1065.61
372736,372736,899.8836824893951,182,22.771635,3.1704507,-0.0068373987,0.059375,182,557.90501081,0.7853347808122635,0.0048175,1043.26
374784,374784,911.1028094291687,354,5.408613,3.171967,-0.0008708453,0.02631836,183,564.8628291399999,0.8335591703653336,0.002932037,1059.61
376832,376832,916.8797674179077,343,11.830553,3.179093,-0.000993351,0.017089844,184,578.57166849,0.8860166370868683,0.0020332302,1079.67
378880,378880,922.8371298313141,382,10.019573,3.1843553,-0.00462053,0.025683593,185,574.99513494,0.8878030329942703,0.0021963252,1076.02
380928,380928,928.1903600692749,228,10.667777,3.190287,-0.0057375995,0.08339844,186,587.82873352,0.9595324769616127,0.0062966673,1096.16
382976,382976,937.1612403392792,278,7.8670893,3.204866,-0.007560611,0.07421875,187,576.98708297,0.9583239257335663,0.0064580007,1096.38
385024,385024,944.5191924571991,302,12.69802,3.2104306,-0.0024677492,0.036230467,188,588.3011475999999,0.9404245987534523,0.003452127,1113.9
387072,387072,951.2994730472565,200,3.4799056,3.195361,-0.009570016,0.093896486,189,583.4744825299999,0.980096410959959,0.0077168285,1121.42
389120,389120,961.5142164230347,280,9.731298,3.1804464,-0.0041465294,0.04345703,190,596.43977145,0.9535245932638645,0.0037030778,1139.63
391168,391168,968.8037145137787,184,7.8110404,3.179223,-0.0030422874,0.03676758,191,586.82011406,0.8371138870716095,0.0037394487,1142.57
393216,393216,979.9196515083313,432,9.13294,3.177334,-0.001695934,0.031542968,192,599.48793696,0.8412638753652573,0.0032096729,1160.85
395264,395264,984.6519019603729,478,7.373601,3.1845171,-0.0072462684,0.03754883,193,598.67484726,0.7865131944417953,0.0040645567,1155.02
