policy_entropy,fps,approxkl,explained_variance,n_updates,serial_timesteps,total_timesteps,policy_loss,value_loss,time_elapsed,clipfrac,ep_reward_mean,ep_len_mean
5.652066,409,0.0034054406,0.9320928081870079,1,2048,2048,-0.0032783158,0.0008222436,2.384185791015625e-06,0.027392577,,
5.6380486,425,0.0043220236,0.021340370178222656,2,4096,4096,-0.0034843958,2.2858016,5.007009983062744,0.04790039,2029.007372,2049.0
5.6212444,419,0.0019033954,-0.0006363391876220703,3,6144,6144,-0.0033914684,4.4337177,9.816593170166016,0.013720703,2035.57494,2049.0
5.608544,422,0.002948671,0.013135671615600586,4,8192,8192,-0.0029258053,6.186223,14.694544792175293,0.03100586,2035.3026163333334,2049.0
5.6014156,414,0.0031168996,0.01699000597000122,5,10240,10240,-0.0026421219,7.7748885,19.542665719985962,0.032421876,2032.2714595,2049.0
5.592175,419,0.0017358247,0.1777271032333374,6,12288,12288,-0.0032744124,9.312502,24.487473726272583,0.012646484,2031.8110502,2049.0
5.591281,418,0.0029265012,0.22192150354385376,7,14336,14336,-0.0041822675,8.765434,29.368817567825317,0.031347655,2028.678004333333,2049.0
5.589293,422,0.0014830984,0.08405369520187378,8,16384,16384,-0.0020243316,10.863492,34.25935196876526,0.008447265,2025.5515407142855,2049.0
5.577563,426,0.0039716074,0.047429442405700684,9,18432,18432,-0.0042071035,12.254357,39.107829570770264,0.041064452,2024.05905925,2049.0
5.5725803,420,0.004930037,0.05149906873703003,10,20480,20480,-0.0054891016,13.082189,43.91546273231506,0.06123047,2024.2312065555557,2049.0
5.5616803,407,0.0021804436,-0.0014424324035644531,11,22528,22528,-0.0015828905,14.494616,48.78231763839722,0.018066406,2025.829435,2049.0
5.549856,389,0.0052314578,-0.0054711103439331055,12,24576,24576,-0.0055886875,15.104199,53.8118155002594,0.062158205,2027.2077442727275,2049.0
5.541513,398,0.0053339554,0.003957688808441162,13,26624,26624,-0.005205489,15.650408,59.07305979728699,0.063769534,2027.483392,2049.0
5.5289125,412,0.001261755,-0.0027598142623901367,14,28672,28672,-0.001649746,16.30472,64.2075583934784,0.009228515,2028.479062,2049.0
5.51603,416,0.003134768,0.0017526745796203613,15,30720,30720,-0.0022683034,16.642504,69.17181253433228,0.02890625,2029.1348102142858,2049.0
5.49773,422,0.0017282028,-0.0020623207092285156,16,32768,32768,-0.0013987173,17.163952,74.08906412124634,0.012646484,2029.5431878666668,2049.0
5.472455,394,0.0015131047,-0.0010935068130493164,17,34816,34816,-0.001085817,17.51387,78.9393253326416,0.009277344,2030.244530125,2049.0
5.4530706,421,0.0033815703,0.0019893646240234375,18,36864,36864,-0.00026436173,17.766472,84.12907195091248,0.031152343,2030.6851344117647,2049.0
5.445434,420,0.004626361,0.00127410888671875,19,38912,38912,-0.0022858817,18.005207,88.99124145507812,0.050390624,2031.2930127222223,2049.0
5.447133,417,0.005769451,-0.005782604217529297,20,40960,40960,-0.0041692713,18.398758,93.85793972015381,0.078125,2031.809078789474,2049.0
5.4395895,420,0.0029089123,0.00539165735244751,21,43008,43008,-0.0011706997,18.474474,98.75945353507996,0.02446289,2032.2078147,2049.0
5.438224,430,0.0036641422,0.0030952095985412598,22,45056,45056,-0.002448557,18.734507,103.63174510002136,0.041894533,2032.721644809524,2049.0
5.436079,413,0.002414714,0.0033459067344665527,23,47104,47104,-0.0004598911,18.840616,108.38774228096008,0.02241211,2033.143138636364,2049.0
5.4345927,411,0.001286078,-0.0026476383209228516,24,49152,49152,0.00014002614,19.089603,113.34379267692566,0.005029297,2033.4440375652177,2049.0
5.4342237,409,0.0047505205,0.0149344801902771,25,51200,51200,-0.0026189322,19.006325,118.31604194641113,0.058447264,2033.618740875,2049.0
5.425687,424,0.0053953533,-0.003567814826965332,26,53248,53248,-0.0019438689,19.37931,123.32908821105957,0.0637207,2033.87917204,2049.0
5.417289,426,0.0053688367,0.0035961270332336426,27,55296,55296,-0.0025453817,19.38635,128.15863847732544,0.06762695,2034.141198,2049.0
5.4221706,405,0.004769751,0.00018775463104248047,28,57344,57344,-0.0018101385,19.514011,132.96140265464783,0.058789063,2034.4342402962964,2049.0
5.4275217,420,0.0037819445,0.003117203712463379,29,59392,59392,-0.0033437354,19.57285,138.0100531578064,0.041992188,2034.6868277142858,2049.0
5.421524,415,0.00662376,0.016554713249206543,30,61440,61440,-0.004327639,19.416815,142.88345670700073,0.08149414,2034.8588466896551,2049.0
5.410606,407,0.0069094873,0.003195047378540039,31,63488,63488,-0.005198433,19.680002,147.8174545764923,0.09536133,2035.0431313000001,2049.0
5.415635,425,0.0036654964,0.015248537063598633,32,65536,65536,-0.0014518196,19.604534,152.84571409225464,0.036083985,2035.1970610322583,2049.0
5.4161415,434,0.0030717317,0.014782488346099854,33,67584,67584,-0.00047534396,19.903765,157.66366839408875,0.029394532,2035.4695714374998,2049.0
5.4155416,425,0.0047204522,0.027187228202819824,34,69632,69632,-0.002830274,19.843628,162.37703227996826,0.056884766,2035.7379759090907,2049.0
5.4154024,427,0.0057372022,-0.019379138946533203,35,71680,71680,-0.004150451,20.245522,167.1954345703125,0.06982422,2035.914332735294,2049.0
5.416048,415,0.004066305,0.004445075988769531,36,73728,73728,-0.00058543,20.048521,171.98930954933167,0.04321289,2036.1649534,2049.0
5.4185076,408,0.0041053584,0.01847398281097412,37,75776,75776,-0.0031361983,19.926025,176.91707611083984,0.0496582,2036.3597909166665,2049.0
5.426162,412,0.0019324394,-0.0054482221603393555,38,77824,77824,-0.00030023122,20.323147,181.93490529060364,0.016796876,2036.5535585675675,2049.0
5.43236,416,0.0017836301,-0.0033522844314575195,39,79872,79872,-0.0020265698,20.203028,186.90197443962097,0.012744141,2036.6248241315789,2049.0
5.426211,420,0.0024391052,0.0062580108642578125,40,81920,81920,-0.0014181082,20.119137,191.81734108924866,0.02216797,2036.818500897436,2049.0
5.421482,442,0.0034106758,-0.0012483596801757812,41,83968,83968,-0.00060970953,20.21725,196.68341946601868,0.035449218,2036.979848375,2049.0
5.4191875,416,0.004191205,0.002887129783630371,42,86016,86016,-0.0003777931,20.16029,201.3078055381775,0.04633789,2037.0844223414633,2049.0
5.428113,437,0.0042059068,-0.0009208917617797852,43,88064,88064,-0.0026747673,20.147415,206.22097158432007,0.047509767,2037.1350498333334,2049.0
