total_timesteps,policy_entropy,policy_loss,approxkl,n_updates,serial_timesteps,time_elapsed,explained_variance,clipfrac,fps,value_loss,ep_len_mean,ep_reward_mean
401408,4.4259987,-0.0051260428,0.0038144265,196,401408,936.4024500846863,0.6980209052562714,0.044384766,462,25.46268,1483.06,1120.25076423
403456,4.449111,-0.006134416,0.0037625,197,403456,940.8309664726257,0.8889874666929245,0.04194336,431,19.783943,1483.06,1122.17332529
405504,4.453252,-0.004390396,0.0026917343,198,405504,945.572696685791,0.793848842382431,0.03100586,466,17.91944,1461.73,1099.43593864
407552,4.446232,-0.004843113,0.0019402683,199,407552,949.9587168693542,0.8311950713396072,0.019873047,477,20.454037,1415.57,1057.58684972
409600,4.4449053,-0.0031173502,0.0027960646,200,409600,954.2446479797363,0.9887445503845811,0.029199218,438,2.0371273,1396.92,1041.24422495
411648,4.451885,-0.0012938306,0.0019047903,201,411648,958.9133245944977,0.9541022889316082,0.016357422,438,12.800387,1381.52,1031.0321145700002
413696,4.4481,-0.00406396,0.0043826965,202,413696,963.579339504242,0.9003561586141586,0.051416017,449,23.93391,1366.22,1016.3829077300002
415744,4.4597244,-0.0038850717,0.0031212713,203,415744,968.139319896698,0.9217492640018463,0.037744142,442,22.366222,1364.95,1015.0484265500002
417792,4.478168,-0.0047749146,0.003635833,204,417792,972.763421535492,0.8058694303035736,0.04272461,447,15.379603,1363.85,1009.21966237
419840,4.4777346,-0.0033135149,0.0017006109,205,419840,977.3384358882904,0.9477225318551064,0.016162109,457,11.332854,1359.32,1006.25868547
421888,4.4833326,-0.0053414083,0.007355427,206,421888,981.814644575119,0.8874317854642868,0.09003906,433,19.338963,1374.67,1020.1757677
423936,4.5011415,-0.00511733,0.0063648536,207,423936,986.5401744842529,0.8913789540529251,0.08574219,438,18.752895,1386.4,1032.3706135500001
425984,4.503921,-0.0019529812,0.0014168352,208,425984,991.210800409317,0.8921124711632729,0.01118164,445,30.556011,1359.08,1010.99264725
428032,4.5045347,-0.0044382773,0.0039036325,209,428032,995.804619550705,0.9174918979406357,0.052197266,435,23.770885,1361.64,1013.1965707199998
430080,4.51875,-0.0015454529,0.0019004641,210,430080,1000.5038526058197,0.9560220167040825,0.020703126,445,11.838213,1327.81,982.35735297
432128,4.535075,-0.004217673,0.0021671192,211,432128,1005.0982511043549,0.8292309939861298,0.024365235,450,40.145298,1316.87,974.39705646
434176,4.5354276,-0.004882849,0.0042169685,212,434176,1009.6428649425507,0.9111994579434395,0.0515625,456,4.400115,1318.73,975.1850316399999
436224,4.534177,-0.0065604276,0.002813182,213,436224,1014.1306707859039,0.9321990460157394,0.03100586,438,17.450035,1308.52,960.97726195
438272,4.5427217,-0.0037474395,0.0019375507,214,438272,1018.8039345741272,0.8404076844453812,0.021484375,434,37.469765,1277.14,936.1091350499998
440320,4.5529222,-0.0040478623,0.0034198272,215,440320,1023.5163819789886,0.8881658539175987,0.03730469,423,19.739193,1277.14,940.0891175399998
442368,4.5503907,-0.0025986107,0.0019597325,216,442368,1028.3534812927246,0.9755958449095488,0.017041016,441,4.7137494,1274.9,938.5862871999999
444416,4.5480156,-0.003403034,0.0033891604,217,444416,1032.9922049045563,0.48890405893325806,0.037597656,433,19.329836,1274.9,942.7712110899998
446464,4.5694337,-0.0018524841,0.005668438,218,446464,1037.7151300907135,0.6988029181957245,0.06865235,440,11.133342,1293.7,954.22458779
448512,4.59495,-0.0044673374,0.0036155176,219,448512,1042.3698358535767,0.9489712789654732,0.03564453,442,13.72762,1274.91,937.6722753100001
450560,4.6091633,-0.0029467102,0.0024483062,220,450560,1047.0030136108398,0.7394006848335266,0.030078124,443,18.66147,1274.91,938.9404595399999
452608,4.6100254,-0.0008352607,0.0019304916,221,452608,1051.6167566776276,0.7056836187839508,0.019628907,448,10.858802,1288.49,946.9086352900001
454656,4.6053095,-0.0052617984,0.0044674575,222,454656,1056.179137468338,0.7524836510419846,0.05683594,448,9.398471,1288.49,941.06314685
456704,4.606946,-0.0035571642,0.0062069204,223,456704,1060.7443027496338,0.7477639317512512,0.07954101,438,14.900256,1304.04,950.55123253
458752,4.6218925,-0.004334291,0.0037180283,224,458752,1065.4111788272858,0.7619956880807877,0.04550781,457,8.546684,1304.04,944.9635156
460800,4.624948,-0.005740737,0.0061963876,225,460800,1069.8908774852753,0.9457865171134472,0.080273435,420,10.220178,1304.04,939.40949947
462848,4.6127133,-0.0017507076,0.0028602125,226,462848,1074.7585263252258,0.8435425758361816,0.029443359,444,18.056255,1304.04,944.7038252000003
464896,4.607312,-0.0072306446,0.0068383096,227,464896,1079.3669106960297,0.8733935207128525,0.076416016,463,16.93454,1290.27,925.4021918900003
466944,4.6057277,-0.0022941972,0.0054264283,228,466944,1083.7829115390778,0.8721222281455994,0.06484375,432,19.47398,1290.27,926.5651687400001
468992,4.5951433,-0.0026214407,0.0041299458,229,468992,1088.5240185260773,0.900026299059391,0.048193358,432,18.576952,1290.27,926.4290836400002
471040,4.5871,-0.0018817146,0.0032456263,230,471040,1093.2593131065369,0.8997826874256134,0.034716796,447,19.911926,1290.27,926.92428024
473088,4.5847006,-0.0013525399,0.0034112004,231,473088,1097.8356153964996,0.8844907432794571,0.03881836,422,27.052084,1295.55,929.4592344600002
475136,4.581071,-0.0014327407,0.0023250417,232,475136,1102.678864479065,0.903588131070137,0.020507812,441,20.051952,1314.43,945.39578011
477184,4.575469,-0.0024289356,0.0037716944,233,477184,1107.3140437602997,0.9054036661982536,0.044042967,441,18.594856,1331.99,960.48362695
479232,4.571852,-0.0028868695,0.002976959,234,479232,1111.9537045955658,0.8959516063332558,0.03227539,420,19.760933,1331.99,965.1026284800001
481280,4.5654306,-0.003243358,0.003964561,235,481280,1116.8201925754547,0.7931849658489227,0.046484374,461,10.48508,1331.99,960.62890239
483328,4.5690203,-0.002582145,0.0029486178,236,483328,1121.2589101791382,0.8915267884731293,0.036376953,428,19.649553,1331.99,960.0481687900001
485376,4.573595,-0.002001976,0.0010235482,237,485376,1126.0377938747406,0.8750981986522675,0.009179687,467,14.772122,1325.47,950.3133329499999
487424,4.5680723,-0.007165161,0.0043782042,238,487424,1130.4221696853638,0.9725657608360052,0.038769532,436,6.437396,1308.05,934.32922137
489472,4.562637,-0.0019942306,0.003676644,239,489472,1135.117534160614,0.8767019510269165,0.043408204,430,19.536123,1317.2,945.71414236
491520,4.5708017,-0.004763725,0.0047051283,240,491520,1139.8779492378235,0.8833899423480034,0.05678711,417,19.130976,1317.2,946.1605838
493568,4.5833397,-0.0022854214,0.0035588972,241,493568,1144.7889013290405,0.8875664472579956,0.042285156,428,19.323933,1317.2,949.99925824
495616,4.5980134,-0.0077780345,0.0060158595,242,495616,1149.5707907676697,0.8801642134785652,0.08178711,431,20.061787,1331.49,964.28256153
497664,4.6163063,-0.0027426267,0.0047648447,243,497664,1154.3131246566772,0.8911986574530602,0.059765626,429,19.794554,1348.04,979.3157407699999
499712,4.6245794,-0.008419532,0.0038629856,244,499712,1159.0832476615906,0.8350260406732559,0.04550781,465,28.853687,1337.42,967.03454907
501760,4.6268086,-0.002204032,0.0014369072,245,501760,1163.4854185581207,0.9400574713945389,0.012890625,463,12.419689,1322.4,953.8366545
503808,4.6172566,-0.0048338743,0.0023216386,246,503808,1167.9038755893707,0.8587275445461273,0.02631836,473,20.995432,1311.11,937.43945343
505856,4.6192513,-0.002784896,0.0012273366,247,505856,1172.231175661087,0.8627997934818268,0.011083985,459,12.859121,1311.11,933.1317503199998
507904,4.615952,-0.0036786657,0.0015811553,248,507904,1176.6915037631989,0.8766016662120819,0.017236328,467,13.215134,1298.92,920.06763798
509952,4.619504,-0.0016649138,0.003304946,249,509952,1181.0709924697876,0.9031264409422874,0.036083985,428,19.732548,1314.42,935.1147840599998
512000,4.626322,-0.005239941,0.00280181,250,512000,1185.8546900749207,0.9113630801439285,0.030078124,457,16.915709,1296.67,916.16384641
514048,4.6254325,-0.000990289,0.0015158025,251,514048,1190.329585313797,0.9001981019973755,0.012402344,430,19.671453,1296.67,914.4250665000001
516096,4.6196947,-0.0023886678,0.0035634178,252,516096,1195.0836925506592,0.8859941735863686,0.0362793,438,17.602486,1296.67,919.2611654300001
518144,4.6118813,-0.002960266,0.0040580835,253,518144,1199.7561383247375,0.8833852484822273,0.046777345,434,19.835276,1296.67,923.43205748
520192,4.6105638,-0.007730514,0.0065809055,254,520192,1204.470079421997,0.9473091810941696,0.072460935,436,8.249284,1286.84,917.3527253399999
522240,4.6008615,-0.0025372654,0.0019801366,255,522240,1209.1575841903687,0.8954760432243347,0.019140625,452,23.661655,1297.97,930.4026371499999
524288,4.597223,-0.0031498321,0.0040135467,256,524288,1213.6866979599,0.8880237266421318,0.049121093,443,20.444813,1297.97,928.40385664
526336,4.595546,-0.0035232052,0.002355645,257,526336,1218.305991411209,0.8873415812849998,0.022216797,421,18.591972,1297.97,928.40618881
528384,4.5808287,-0.0035916318,0.002760011,258,528384,1223.1642398834229,0.9054853841662407,0.024023438,427,24.410276,1313.04,942.67011073
530432,4.564517,-0.003717826,0.0018896168,259,530432,1227.9500439167023,0.935311995446682,0.020361328,460,10.690879,1311.49,941.2760214599999
532480,4.564009,-0.00048025357,0.0022435267,260,532480,1232.3995633125305,0.9075543880462646,0.021533202,446,15.173418,1311.49,945.2476141400001
534528,4.5562396,-0.0016664069,0.0016214813,261,534528,1236.9912912845612,0.8919833898544312,0.014453125,429,17.658442,1326.78,960.2803512799999
536576,4.554368,-0.0026282659,0.0031310164,262,536576,1241.7637512683868,0.8895879164338112,0.037597656,424,17.239384,1341.36,974.73191395
538624,4.5485034,-0.0030217222,0.0032779158,263,538624,1246.587198972702,0.8875340223312378,0.0328125,438,19.786572,1341.36,974.46583201
540672,4.5505605,-0.0077662417,0.0046722605,264,540672,1251.2567410469055,0.9149628654122353,0.050683595,433,18.10686,1344.89,981.0217794700001
542720,4.5599437,-0.0024688547,0.0016462023,265,542720,1255.9860050678253,0.9003273025155067,0.016015625,449,11.036638,1354.13,991.1504285300001
544768,4.5376587,-0.0033384159,0.00440912,266,544768,1260.5445401668549,0.8977606147527695,0.048291016,420,16.56595,1369.67,1005.0104430800001
546816,4.5096316,-0.0012670334,0.004353177,267,546816,1265.414099931717,0.8894130662083626,0.048046876,425,19.548738,1388.3,1022.2405830300002
548864,4.4957194,-0.0012486727,0.0019076501,268,548864,1270.2298970222473,0.9162279814481735,0.016845703,431,15.099119,1404.82,1038.2732322000002
550912,4.493655,-0.0010943757,0.001987112,269,550912,1274.9779753684998,0.8767853006720543,0.019091796,443,20.012924,1423.47,1054.56226543
552960,4.4944296,-0.0052158087,0.0024265444,270,552960,1279.5912141799927,0.9184415340423584,0.025292968,435,11.112605,1425.63,1056.3069117000002
555008,4.504671,-0.004754491,0.0043837535,271,555008,1284.2957515716553,0.9422557502985001,0.044189453,469,13.006648,1411.12,1042.7715935200001
557056,4.5119743,-0.005252013,0.0049459725,272,557056,1288.6604385375977,0.9197375401854515,0.059277344,412,12.1412945,1411.12,1043.07759538
559104,4.5053134,-0.007169854,0.005261701,273,559104,1293.6201713085175,0.9227417483925819,0.059667967,439,11.291452,1427.85,1059.41835087
561152,4.4944677,-0.004195144,0.0040713083,274,561152,1298.27871966362,0.9009339064359665,0.04633789,432,14.678287,1427.85,1063.86477644
563200,4.4914083,-0.0027977503,0.003299343,275,563200,1303.0189833641052,0.8944684192538261,0.035839844,439,25.949701,1441.97,1078.5977347
565248,4.4990034,-0.007626784,0.004593357,276,565248,1307.6769816875458,0.9343065693974495,0.04814453,430,14.111006,1443.4,1080.6528813799998
567296,4.508142,-0.0007567856,0.0016057721,277,567296,1312.4368922710419,0.9651688113808632,0.013476563,439,6.4432154,1427.77,1066.01533049
569344,4.520083,-0.0041150595,0.003076221,278,569344,1317.1002643108368,0.8953366056084633,0.034521483,466,19.70484,1433.39,1069.93970087
571392,4.5254297,-0.002831236,0.003304769,279,571392,1321.4904234409332,0.9105503410100937,0.036376953,433,25.066952,1432.38,1069.37661761
573440,4.5212793,-0.002145282,0.0036346142,280,573440,1326.2147414684296,0.7746853530406952,0.039941408,428,12.0996,1447.26,1079.32087204
575488,4.5095725,-0.009314234,0.0059870975,281,575488,1330.9969906806946,0.9669570103287697,0.07651367,431,4.787051,1457.34,1087.69850691
577536,4.503385,-0.0039537586,0.0026631702,282,577536,1335.746461391449,0.9759228471666574,0.02841797,421,4.376773,1451.4,1081.57196941
579584,4.50819,-0.0017768719,0.0015568451,283,579584,1340.60178565979,0.745263010263443,0.016748047,450,29.878143,1471.95,1100.2402545300001
581632,4.524724,-0.0026151114,0.0048055514,284,581632,1345.1510939598083,0.9290611669421196,0.054003906,431,10.714048,1490.64,1112.17726338
583680,4.529357,-0.004722482,0.0032754205,285,583680,1349.8996448516846,0.8831304907798767,0.03730469,430,18.803505,1503.48,1125.5682265200003
585728,4.528483,-0.0022157023,0.004596387,286,585728,1354.6577551364899,0.8867894038558006,0.059521485,425,19.943878,1503.48,1130.22344821
587776,4.531736,-0.007844346,0.0051133754,287,587776,1359.4741106033325,0.8156813532114029,0.056884766,450,13.056791,1505.81,1127.20713399
589824,4.5271945,-0.0016847823,0.002129406,288,589824,1364.018390417099,0.7369398176670074,0.021337891,450,11.741792,1524.51,1139.32743865
591872,4.5251703,-0.00412951,0.002142686,289,591872,1368.566570520401,0.9290732592344284,0.022509765,471,11.598893,1532.99,1146.05027245
593920,4.5255914,-0.0019537765,0.0035080002,290,593920,1372.911911725998,0.8445150852203369,0.038769532,461,10.740787,1532.99,1142.1053153
595968,4.5390024,-0.0017218307,0.0029238297,291,595968,1377.3488240242004,0.877707913517952,0.032226562,452,19.63908,1548.27,1156.2915385099998
598016,4.5519032,-0.0049319463,0.0050221947,292,598016,1381.8736624717712,0.6868610084056854,0.056347657,450,11.540206,1548.27,1152.11851444
600064,4.5567927,-0.0055852314,0.008301206,293,600064,1386.423166513443,0.8377973735332489,0.0902832,441,11.783456,1548.27,1152.8845632399998
602112,4.564413,-0.0037607313,0.0016127046,294,602112,1391.065905570984,0.9127181097865105,0.015478516,456,18.223278,1542.35,1150.93505561
604160,4.5637183,-0.0043656635,0.003803787,295,604160,1395.555114030838,0.8813653364777565,0.043310545,440,27.356075,1526.17,1141.16627561
606208,4.5617967,-0.0024966188,0.002230413,296,606208,1400.2040874958038,0.8526608198881149,0.022216797,452,20.353626,1526.17,1143.44758865
608256,4.558696,-0.006093935,0.0036378517,297,608256,1404.7328355312347,0.9352334439754486,0.038183592,434,8.878344,1526.17,1147.00809523
610304,4.5624566,-0.0046587437,0.004291033,298,610304,1409.4422392845154,0.9424027353525162,0.053125,432,9.023529,1530.49,1154.8663127700001
612352,4.569133,-0.0058049182,0.0060254885,299,612352,1414.1783447265625,0.732130378484726,0.06757812,463,12.429361,1530.49,1155.33489738
614400,4.574597,-0.0046195113,0.003382492,300,614400,1418.600161075592,0.8904932290315628,0.041503906,419,18.34121,1530.49,1154.7186295600002
616448,4.575369,-0.0027298778,0.0033057905,301,616448,1423.4843368530273,0.9461641870439053,0.035107423,408,6.685979,1528.16,1155.43095171
618496,4.582364,-0.0049524223,0.00320394,302,618496,1428.5018029212952,0.9509239569306374,0.033251952,433,8.9558,1530.17,1156.82628623
620544,4.585323,-0.003155334,0.0024564876,303,620544,1433.2242019176483,0.877435602247715,0.028125,443,20.524006,1519.91,1147.2336013000001
622592,4.5885134,-0.0030345025,0.0028239475,304,622592,1437.8385918140411,0.8747672289609909,0.024169922,420,19.36858,1519.91,1148.00404453
624640,4.584697,-0.0020950674,0.0020379738,305,624640,1442.7067050933838,0.8583957403898239,0.022314453,453,21.017525,1519.91,1147.716645
626688,4.584022,-0.003623994,0.0046447045,306,626688,1447.224009513855,0.8889369741082191,0.04926758,429,19.157589,1532.29,1160.79678987
628736,4.5867357,-0.0069315555,0.0037140492,307,628736,1451.997174501419,0.9606080651283264,0.039746094,445,7.857431,1518.41,1147.7645031200002
630784,4.5940576,-0.0019304119,0.0059815305,308,630784,1456.59161734581,0.8801193311810493,0.07900391,428,18.47432,1518.41,1147.97880015
632832,4.601266,-0.006089672,0.0060100784,309,632832,1461.3740649223328,0.9016748145222664,0.07919922,424,16.56702,1518.41,1147.8388615600002
634880,4.5939355,-0.0023722653,0.0041066785,310,634880,1466.2011902332306,0.8726926743984222,0.04941406,421,20.041605,1518.41,1153.21043487
636928,4.571316,-0.0026294948,0.0022764036,311,636928,1471.0630266666412,0.974377304315567,0.021533202,426,5.49471,1517.49,1152.1092134300002
638976,4.566695,-0.0025199568,0.0031541348,312,638976,1475.8645808696747,0.8964600414037704,0.0375,431,19.780972,1526.68,1163.0335338200002
641024,4.5758004,-0.0032979758,0.0047640326,313,641024,1480.6124258041382,0.8854197636246681,0.056689452,417,19.807255,1538.2,1175.06647032
643072,4.5822577,-0.0011830489,0.0035403413,314,643072,1485.5151755809784,0.8810553401708603,0.04160156,423,19.995857,1555.62,1191.7516775
645120,4.5885787,-0.004712908,0.0041172216,315,645120,1490.3470697402954,0.9189542308449745,0.053466797,440,23.275227,1540.18,1176.82178239
647168,4.5981402,-0.0018112563,0.003161963,316,647168,1494.995390176773,0.8729361742734909,0.033740234,436,19.610073,1540.18,1176.4610302
649216,4.606906,-0.0038936683,0.0034723592,317,649216,1499.6917996406555,0.8923656567931175,0.037988283,428,12.879858,1532.62,1164.59658158
651264,4.613826,-0.0014107593,0.0010969228,318,651264,1504.4738636016846,0.8708242923021317,0.00834961,421,19.600412,1532.62,1164.19277388
653312,4.6147146,-0.0029331122,0.0042313966,319,653312,1509.336807012558,0.8843809813261032,0.048046876,425,20.314045,1543.24,1176.49369238
655360,4.605811,-0.002577079,0.0029529154,320,655360,1514.146300315857,0.9791990630328655,0.02836914,450,5.205751,1537.5,1171.7004678900003
657408,4.6031294,-0.0019515309,0.0014309927,321,657408,1518.6936161518097,0.8482284545898438,0.012451172,455,25.47142,1541.45,1176.7179824000002
659456,4.592907,-0.0024536834,0.004395293,322,659456,1523.1867973804474,0.9283648058772087,0.047753908,434,11.658076,1553.68,1185.26334599
661504,4.584465,-0.0012498046,0.0027100386,323,661504,1527.904902458191,0.880354143679142,0.024853516,414,19.716616,1567.37,1199.98814549
663552,4.5860095,-0.0023590096,0.0020716127,324,663552,1532.8516085147858,0.819992870092392,0.021826172,476,13.175928,1567.37,1199.5766107099998
665600,4.586171,-0.004100499,0.0029824283,325,665600,1537.1471016407013,0.8045077621936798,0.03251953,466,16.205275,1578.67,1207.83276546
667648,4.5907183,-0.0011549051,0.002205906,326,667648,1541.5399951934814,0.6400020122528076,0.02451172,463,15.750112,1578.67,1203.36476208
669696,4.594564,-0.0012478227,0.0038673673,327,669696,1545.9600830078125,0.875656396150589,0.048339844,421,20.576756,1578.67,1206.72208237
671744,4.597991,-0.002271872,0.0048899963,328,671744,1550.8159012794495,0.880603976547718,0.061523438,419,19.936298,1596.42,1223.63991508
673792,4.6018114,-0.0032647084,0.0033652117,329,673792,1555.6962714195251,0.8741691708564758,0.035888672,445,19.714878,1596.42,1224.30858343
675840,4.6034307,-0.0026416553,0.0017959779,330,675840,1560.2974705696106,0.7935778498649597,0.018798828,401,26.66174,1545.78,1176.4608093699999
677888,4.60618,-0.0015962463,0.004760955,331,677888,1565.401754617691,0.8863285481929779,0.057958983,384,15.957197,1560.36,1191.07793905
679936,4.610363,-0.0026385612,0.0028180997,332,679936,1570.726203918457,0.8159304857254028,0.031445313,430,12.130451,1560.36,1188.60458818
681984,4.6028347,-0.0048085763,0.007375927,333,681984,1575.4817533493042,0.8823838531970978,0.097509764,396,19.819084,1560.36,1189.1717822
684032,4.6003428,-0.0033007734,0.0024296066,334,684032,1580.6537909507751,0.9688906334340572,0.019677734,434,6.092803,1545.07,1174.54029356
686080,4.601488,-0.0033011914,0.0015859182,335,686080,1585.3654692173004,0.8662431389093399,0.011279297,355,20.69023,1558.99,1187.9714147900002
688128,4.6058545,-0.002056039,0.00185265,336,688128,1591.1280481815338,0.722275972366333,0.021777343,341,34.18065,1543.19,1172.0612881999998
690176,4.622535,-0.0052964604,0.005610854,337,690176,1597.1274046897888,0.8662098944187164,0.072753906,349,19.89927,1543.19,1172.27735136
692224,4.6491756,-0.002264623,0.0026208733,338,692224,1602.9853086471558,0.8911165148019791,0.027050782,353,20.284622,1543.19,1173.2372422500002
694272,4.6670527,-0.0058414354,0.0020708856,339,694272,1608.7760779857635,0.7177143096923828,0.022216797,420,25.398113,1484.17,1116.93941693
696320,4.672159,-0.0015017067,0.0012197789,340,696320,1613.6470642089844,0.8462125211954117,0.01015625,354,23.56054,1484.17,1114.19865329
698368,4.668364,-0.0028290278,0.0026787897,341,698368,1619.4244005680084,0.9701881278306246,0.02758789,372,8.766513,1452.83,1085.35941806
700416,4.6664953,-0.0050319163,0.0032121856,342,700416,1624.9275650978088,0.8855080157518387,0.038720705,379,29.23135,1466.1,1099.13834062
702464,4.6704473,-0.008824704,0.0025355949,343,702464,1630.3209006786346,0.9806378036737442,0.026660156,390,4.1289864,1450.48,1084.85335382
704512,4.6802444,-0.0013726903,0.0027393524,344,704512,1635.5650618076324,0.8857237100601196,0.030664062,405,20.69097,1450.48,1083.96597541
706560,4.6825895,-0.006034443,0.0032778408,345,706560,1640.614978313446,0.8468879908323288,0.03828125,390,33.607414,1437.61,1069.5893142099999
708608,4.6889896,-0.00198817,0.0017390369,346,708608,1645.8538699150085,0.9737241305410862,0.017675782,398,4.998107,1422.05,1054.49530763
710656,4.6907296,-0.0013780834,0.0013554869,347,710656,1650.9961457252502,0.8705365210771561,0.012451172,431,29.788101,1421.11,1053.0538762400001
712704,4.6858373,-0.0019176442,0.005047618,348,712704,1655.7444026470184,0.8953717723488808,0.06298828,390,19.92841,1436.63,1067.7727801800002
714752,4.679656,-0.005227805,0.0040243184,349,714752,1660.9943852424622,0.9078683033585548,0.037744142,354,30.42069,1432.09,1064.8456566700002
716800,4.6821966,-0.0051943986,0.0022626014,350,716800,1666.7803065776825,0.952163752168417,0.020703126,304,11.807745,1409.47,1047.6281947700002
718848,4.6705456,-0.0030552214,0.0018948868,351,718848,1673.501381635666,0.9165917336940765,0.016552735,452,13.533931,1415.41,1051.3897671999998
720896,4.668452,-0.0037129757,0.0014418573,352,720896,1678.026356935501,0.7444674074649811,0.015039062,460,26.786514,1423.6,1053.76453273
722944,4.6642733,-0.002536315,0.001740793,353,722944,1682.4725325107574,0.9788849279284477,0.016796876,411,5.2095447,1407.48,1043.3407531300002
724992,4.653281,-0.0018004181,0.0017389059,354,724992,1687.4503920078278,0.8764878138899803,0.016162109,436,32.038723,1378.62,1020.6742809299999
727040,4.6423917,-0.0020911838,0.0022831138,355,727040,1692.1432921886444,0.891643613576889,0.021630859,392,20.23678,1393.73,1033.06362622
729088,4.633494,-0.0029488858,0.0020221188,356,729088,1697.357908964157,0.6635905504226685,0.02080078,424,21.019457,1354.51,1004.97764599
731136,4.647098,-0.0050954134,0.005498209,357,731136,1702.187682390213,0.9153389781713486,0.07441406,369,20.317375,1354.51,1004.9293664700001
733184,4.6545243,-0.004159349,0.001774796,358,733184,1707.7267065048218,0.8788274601101875,0.015429688,441,12.409474,1329.26,987.5842492
735232,4.6681814,-0.0029445363,0.0031741154,359,735232,1712.3696794509888,0.9291984811425209,0.03803711,420,23.620247,1340.34,996.5729005300002
737280,4.6810894,-1.3336673e-05,0.0018494359,360,737280,1717.2440178394318,0.8863471522927284,0.017041016,398,20.557539,1340.34,993.6317457800001
739328,4.687235,-0.0025941655,0.0027112341,361,739328,1722.3814039230347,0.9262228235602379,0.030322265,449,12.125761,1308.62,967.1935063999999
741376,4.701492,-0.0038925163,0.0033724462,362,741376,1726.9378175735474,0.934733547270298,0.039501954,390,23.40697,1305.6,964.3296944699999
743424,4.708883,-0.0017625425,0.0014004352,363,743424,1732.1776883602142,0.9503340274095535,0.013818359,461,5.8277965,1293.47,955.4577343199999
745472,4.7037725,-0.0045621097,0.004376835,364,745472,1736.6152963638306,0.9210454076528549,0.051953126,402,20.799423,1293.47,951.47770966
747520,4.708107,-0.003602049,0.004578945,365,747520,1741.7066488265991,0.8998747244477272,0.060302734,387,20.0042,1295.8,954.2429823399999
749568,4.7133317,-0.00021078772,0.0046778126,366,749568,1746.9916315078735,0.895742729306221,0.055615235,355,19.991419,1307.56,966.59452111
751616,4.704948,-0.0041408613,0.003016803,367,751616,1752.7583706378937,0.8868870064616203,0.031396486,397,21.959017,1307.56,966.5357905300001
753664,4.691886,-0.0017010169,0.0029403276,368,753664,1757.912297487259,0.9124506860971451,0.03261719,318,20.043503,1317.82,974.5998641099999
755712,4.6886463,-0.003649213,0.0034601074,369,755712,1764.3448231220245,0.9085873290896416,0.03959961,362,20.63747,1317.82,973.4858888599998
757760,4.6902285,-0.0037463147,0.0029311343,370,757760,1769.9990360736847,0.8877898529171944,0.031445313,370,21.424084,1317.82,974.2171575399999
759808,4.6862555,-0.0023941137,0.0025775286,371,759808,1775.5201861858368,0.8930258750915527,0.025,408,20.608963,1317.82,972.93104888
761856,4.677571,-0.0040521407,0.0019620995,372,761856,1780.5353503227234,0.8269527703523636,0.019677734,360,31.420237,1305.72,960.52429856
763904,4.665942,-0.002932426,0.0018088255,373,763904,1786.2187201976776,0.8710517585277557,0.017138671,406,20.99809,1305.72,956.9859670800001
765952,4.6640677,-0.0029351308,0.002735984,374,765952,1791.256400346756,0.9012658819556236,0.023828125,435,20.102901,1306.64,956.6220011
768000,4.670115,-0.0033844407,0.0056864396,375,768000,1795.9650926589966,0.9029237926006317,0.06621094,386,19.952053,1306.64,956.58278441
770048,4.660648,-0.0029810693,0.002348807,376,770048,1801.2730209827423,0.9340591356158257,0.024169922,396,5.915961,1295.49,943.9759220699999
772096,4.6689734,-0.0049534375,0.0048112613,377,772096,1806.4424304962158,0.8866610378026962,0.060791016,406,19.846987,1295.49,941.2896882299999
774144,4.6750536,-0.0038667624,0.0034482959,378,774144,1811.4774951934814,0.9077914580702782,0.03857422,450,20.499603,1297.05,941.8226887599999
776192,4.66486,-0.0037559741,0.0021444657,379,776192,1816.027013540268,0.8977568671107292,0.022460938,420,18.544605,1297.05,940.23820328
778240,4.6664095,-0.0039817775,0.0020904194,380,778240,1820.8969299793243,0.8585145026445389,0.020947266,414,15.125463,1291.05,934.55052307
780288,4.671567,-0.0017921661,0.0031275004,381,780288,1825.8369100093842,0.8964918479323387,0.033154298,410,19.54227,1291.05,933.6263551200001
782336,4.683692,-0.005835944,0.0022431936,382,782336,1830.8256285190582,0.8720544129610062,0.024658203,432,20.97162,1291.05,931.95987689
784384,4.6731367,-0.005727397,0.006915763,383,784384,1835.5590524673462,0.8778344169259071,0.092285156,407,19.895412,1306.75,947.19118117
786432,4.6564107,-0.0026632687,0.0034012715,384,786432,1840.5911495685577,0.8712498247623444,0.03793945,420,20.18674,1306.75,947.3836498
788480,4.649207,-0.0020929284,0.001493267,385,788480,1845.465680360794,0.8826684802770615,0.011230469,414,20.40987,1321.81,961.4602338899999
790528,4.6431246,-0.0015889332,0.001688643,386,790528,1850.411583662033,0.8542577028274536,0.016162109,427,19.920765,1321.81,963.5772192699999
792576,4.6431074,-0.001792975,0.002644505,387,792576,1855.2045617103577,0.9953317614272237,0.029345702,415,0.6613101,1321.81,963.5772192699999
794624,4.6431365,-0.0033132932,0.0018424696,388,794624,1860.1288468837738,0.9664137288928032,0.018945312,455,3.1818223,1321.81,961.52602606
796672,4.641894,-0.0037894757,0.0040393965,389,796672,1864.6289520263672,0.9579142704606056,0.043798827,432,5.942601,1321.81,962.98700276
798720,4.640226,-0.004509139,0.004576107,390,798720,1869.3610248565674,0.9570822231471539,0.050195314,392,6.5420327,1321.81,964.9569185400001
